,match,nome-geografico,uc-entrada,uc-saida,name,nome-vide,lookup,nome-pai,vide_type,faculdade,match_type,match_error,match_obs
233365,200723,Sarzedo,1727-10-01,1735-06-25,João do Sobral,Melo,João do Sobral Melo,João do Sobral e Melo,add,Cânones,aka-see,False,
210091,233507,Alijó,0000-00-00,0000-00-00,João Sobrinho da Cunha,Sobrinho,João Sobrinho,,cut,,see-aka,False,
233507,210091,Alijó,1677-01-08,1686-10-24,João Sobrinho,da Cunha,João Sobrinho da Cunha,,add,Cânones,aka-see,False,
246348,233532,Ourém,0000-00-00,0000-00-00,João Sodré Ferreira,Sodré,João Sodré,Aleixo Ferreira,cut,Leis,see-aka,False,
233532,246348,Ourém,1573-10-07,1584-11-04,João Sodré,Ferreira,João Sodré Ferreira,Aleixo Ferreira,add,Leis,aka-see,False,
238190,177052,Pena Verde,0000-00-00,0000-00-00,João de Sousa,Gama,João de Sousa Gama,,add,Cânones,see-aka,False,
177052,238190,Pena Verde,1652-10-26,1662-07-03,João de Sousa da Gama,Sousa,João de Sousa,,cut,Cânones,aka-see,False,
191935,238184,Monte Longo,0000-00-00,0000-00-00,João de Sousa Homem,Sousa,João de Sousa,,cut,,see-aka,False,
238184,191935,Monte Longo,1719-10-25,1726-01-19,João de Sousa,Homem,João de Sousa Homem,Manuel de Sousa Homem,add,Cânones,aka-see,False,
211937,227359,Redinha,0000-00-00,0000-00-00,João de Sá,Silva,João de Sá Silva,,add,,see-aka,False,
227359,211937,Redinha,1714-10-27,1715-10-01,João de Sá Silva,de Sá,João de Sá,,cut,Cânones,aka-see,False,
186884,217973,,0000-00-00,0000-00-00,João de São Bernardino Botelho,João de São Bernardino,João de São Bernardino,,cut,Teologia,see-aka,False,
217973,186884,,1766-10-01,1766-10-01,João de São Bernardino,João de São Bernardino Botelho,João de São Bernardino Botelho,,rep,Teologia,aka-see,False,
194090,197820,Moimenta da Beira,0000-00-00,0000-00-00,João Tavares Coelho,Tavares,João Tavares,,cut,,see-aka,False,
197820,194090,Moimenta da Beira,1655-10-15,1661-06-21,João Tavares,Coelho,João Tavares Coelho,,add,Cânones,aka-see,False,
200628,215791,Casal de Maçãs,0000-00-00,0000-00-00,João Teixeira de,Mendonça,João Teixeira de Mendonça,,add,,see-aka,False,
215791,200628,Casal de Maçãs,1716-10-01,1724-06-22,João Teixeira de Mendonça,Teixeira,João Teixeira,Pedro Giraldes,cut,Cânones,aka-see,False,
200599,251249,Bragança,1615-10-26,1616-03-02,João Teixeira,Morais,João Teixeira Morais,Jacome de Morais,add,Cânones,aka-aka,False,
251249,200599,Bragança,1616-02-22,1616-02-22,João Teixeira de Morais,Teixeira,João Teixeira,,cut,Cânones,aka-aka,False,
202476,155626,Proença-a-Nova,0000-00-00,0000-00-00,João Telo,da Fonseca,João Telo da Fonseca,,add,,see-aka,False,
155626,202476,Proença-a-Nova,1657-12-03,1668-01-28,João Telo da Fonseca,Telo,João Telo,António Freire da Fonseca,cut,Leis,aka-see,False,
217768,203245,Vila Viçosa,0000-00-00,0000-00-00,João Tinoco Vieira,Tinoco,João Tinoco,,cut,,see-aka,False,
203245,217768,Vila Viçosa,1652-10-12,1653-10-10,João Tinoco,Vieira,João Tinoco Vieira,,add,Cânones,aka-see,False,
208404,146320,Almodôvar,0000-00-00,0000-00-00,João Varela,Andrade,João Varela Andrade,,add,,see-aka,False,
146320,208404,Almodôvar,1570-00-00,1578-10-29,João Varela de Andrade,Varela,João Varela,Pedro Varela de Lemos,cut,Cânones,aka-see,False,
147947,212434,Lisboa,0000-00-00,0000-00-00,João Vaz de Araújo,Vaz,João Vaz,,cut,,see-aka,False,
212434,147947,Lisboa,1555-06-00,1562-06-16,João Vaz,Araújo,João Vaz Araújo,,add,Cânones,aka-see,False,
238614,212509,Porto,0000-00-00,0000-00-00,João Vaz de Sousa,Vaz,João Vaz,Gonçalo Vaz,cut,Cânones,see-aka,False,
212509,238614,Porto,1613-10-05,1623-06-09,João Vaz,Sousa,João Vaz Sousa,Gonçalo Vaz,add,Cânones,aka-see,False,
171438,213495, Constância,0000-00-00,0000-00-00,João da Veiga Mendes Nogueira,João da Veiga,João da Veiga,,cut,Leis,see-aka,False,
213495,171438, Constância,1757-10-01,1761-10-01,João da Veiga,João da Veiga Mendes Nogueira,João da Veiga Mendes Nogueira,,rep,Leis,aka-see,False,
171438,213495,Punhete,0000-00-00,0000-00-00,João da Veiga Mendes Nogueira,João da Veiga,João da Veiga,,cut,Leis,see-aka,False,
213495,171438,Punhete,1757-10-01,1761-10-01,João da Veiga,João da Veiga Mendes Nogueira,João da Veiga Mendes Nogueira,,rep,Leis,aka-see,False,
151420,136678,Brasil,1619-05-11,1626-05-05,João Velho Barreto,João Velho do Rego,João Velho do Rego,Luís do Rego Barros,rep,Cânones,aka-see,False,
136678,151420,Pernambuco,0000-00-00,0000-00-00,João Velho do Rego,João Velho Barreto,João Velho Barreto,,rep,,see-aka,False,
151420,136678,Pernambuco,1619-05-11,1626-05-05,João Velho Barreto,João Velho do Rego,João Velho do Rego,Luís do Rego Barros,rep,Cânones,aka-see,False,
233881,214483,Atouguia,0000-00-00,0000-00-00,João Velho Lobo,Velho,João Velho,Nicolau Bocoli,cut,Cânones,see-aka,False,
214483,233881,Atouguia,1612-10-15,1622-12-17,João Velho,Lobo,João Velho Lobo,Nicolau Bocoli,add,Cânones,aka-see,False,
132744,214781,Amarante,0000-00-00,0000-00-00,João Veloso de Queirós,Veloso,João Veloso,,cut,Cânones,see-aka,False,
214781,132744,Amarante,1642-10-15,1649-11-14,João Veloso,Queirós,João Veloso Queirós,Manuel Veloso,add,Cânones,aka-see,False,
214781,132744,Amarante,1642-10-15,1649-11-14,João Veloso,Queirós,João Veloso Queirós,Manuel Veloso,add,Leis,aka-see,False,
217517,223457,Coimbra,0000-00-00,0000-00-00,João Vieira,Lima,João Vieira Lima,,add,,see-aka,False,
223457,217517,Coimbra,1660-10-08,1666-10-15,João Vieira de Lima,Vieira,João Vieira,,cut,Cânones,aka-see,False,
220014,150516,Castelo de Vide,1631-10-20,1639-05-17,João Vivas,Barba,João Vivas Barba,Tomé Pires,add,Cânones,aka-aka,False,
150516,220014,Castelo de Vide,1632-10-11,1632-10-11,João Vivas Barba,Vivas,João Vivas,Tomé Pires Barba,cut,Cânones,aka-aka,False,
247274,144513, Vila Cova de Alva,0000-00-00,0000-00-00,João Álvares Pinto,Álvares,João Álvares,João Álvares,cut,Cânones,see-aka,False,
144513,247274, Vila Cova de Alva,1616-10-12,1629-11-17,João Álvares,Pinto,João Álvares Pinto,João Álvares,add,Cânones,aka-see,False,
247274,144513,Vila Cova de Sub-Avô,0000-00-00,0000-00-00,João Álvares Pinto,Álvares,João Álvares,João Álvares,cut,Cânones,see-aka,False,
144513,247274,Vila Cova de Sub-Avô,1616-10-12,1629-11-17,João Álvares,Pinto,João Álvares Pinto,João Álvares,add,Cânones,aka-see,False,
144496,163573,Porto,1607-10-09,1616-04-15,João Álvares,Ribeiro,João Álvares Ribeiro,Pantaleão Luís,add,Cânones,aka-aka,False,
163573,144496,Porto,1612-12-12,1615-06-04,João Álvares Ribeiro,Álvares,João Álvares,Pantaleão Luís,cut,Cânones,aka-aka,False,
143847,205312,Lisboa,0000-00-00,0000-00-00,Julião de Alva,Trancoso,Julião de Alva Trancoso,Afonso Pires Trancoso,add,Leis,see-aka,False,
205312,143847,Lisboa,1589-10-13,1597-01-28,Julião de Alva Trancoso,Alva,Julião de Alva,Afonso Fernandes Trancoso,cut,Leis,aka-see,False,
249645,213764,Lisboa,0000-00-00,0000-00-00,Julião Rodrigues Pontes,Rodrigues,Julião Rodrigues,,cut,,see-aka,False,
213764,249645,Lisboa,1565-11-15,1575-11-13,Julião Rodrigues,Pontes,Julião Rodrigues Pontes,António Rodrigues,add,Cânones,aka-see,False,
214577,143676, Constância,0000-00-00,0000-00-00,Julião Velho,Almeida,Julião Velho Almeida,,add,,see-aka,False,
143676,214577, Constância,1663-07-10,1668-10-01,Julião Velho de Almeida,Velho,Julião Velho,,cut,Cânones,aka-see,False,
214577,143676,Punhete,0000-00-00,0000-00-00,Julião Velho,Almeida,Julião Velho Almeida,,add,,see-aka,False,
143676,214577,Punhete,1663-07-10,1668-10-01,Julião Velho de Almeida,Velho,Julião Velho,,cut,Cânones,aka-see,False,
199857,165286,Baía,0000-00-00,0000-00-00,Justino da Fonseca Freire e Melo,Freire,Justino da Fonseca Freire,,cut,,see-aka,False,
165286,199857,Baía,1734-10-01,1734-10-01,Justino da Fonseca Freire,e Melo,Justino da Fonseca Freire e Melo,,add,Cânones,aka-see,False,
207171,147723,Vila Nova de Cerveira,0000-00-00,0000-00-00,Leandro de Araújo do Vale,Araújo,Leandro de Araújo,Domingos de Araújo,cut,,see-aka,False,
147723,207171,Vila Nova de Cerveira,1635-10-05,1642-05-10,Leandro de Araújo,Vale,Leandro de Araújo Vale,Domingos de Araújo,add,Cânones,aka-see,False,
237045,157112,Mateus,0000-00-00,0000-00-00,Leandro Pereira,Carvalho,Leandro Pereira Carvalho,,add,,see-aka,False,
157112,237045,Mateus,1660-11-15,1668-10-23,Leandro Pereira de Carvalho,Pereira,Leandro Pereira,,cut,Leis,aka-see,False,
157112,237045,Vila Real,1660-11-15,1668-10-23,Leandro Pereira de Carvalho,Pereira,Leandro Pereira,,cut,Leis,aka-see,False,
205155,147431,Lisboa,0000-00-00,0000-00-00,Leonardo Leitão,Aranha,Leonardo Leitão Aranha,,add,,see-aka,False,
147431,205155,Lisboa,1692-10-01,1693-10-01,Leonardo Leitão Aranha,Leitão,Leonardo Leitão,,cut,Cânones,aka-see,False,
234221,172582,Tentúgal,0000-00-00,0000-00-00,Leonardo de Novais Lobo,Novais,Leonardo de Novais,,cut,,see-aka,False,
172582,234221,Tentúgal,1660-10-14,1667-10-15,Leonardo de Novais,Lobo,Leonardo de Novais Lobo,,add,Cânones,aka-see,False,
243209,237064,Vieira,0000-00-00,0000-00-00,Leonel Pereira de Pina,Pereira,Leonel Pereira,,cut,,see-aka,False,
237064,243209,Vieira,1685-10-19,1690-10-01,Leonel Pereira,Pina,Leonel Pereira Pina,,add,Cânones,aka-see,False,
215748,222926,,0000-00-00,0000-00-00,Leonel,Parada,Leonel Parada,,add,,see-aka,False,
222926,215748,,1602-06-03,1604-02-24,Leonel de Parada,Leonel,Leonel,,cut,Teologia,aka-see,False,
237071,237070,Porto,0000-00-00,0000-00-00,Lopo José Pereira,Lopo Barreiro Pereira,Lopo Barreiro Pereira,,rep,,see-aka,False,
237070,237071,Porto,1738-10-01,1773-10-01,Lopo Barreiro Pereira,Lopo José Pereira,Lopo José Pereira,,rep,Leis,aka-see,False,
164392,146676,Lisboa,0000-00-00,0000-00-00,Lopo Duarte,Angel,Lopo Duarte Angel,,add,,see-aka,False,
146676,164392,Lisboa,1607-03-06,1614-06-22,Lopo Duarte Angel,Duarte,Lopo Duarte,Luís Gomes,cut,Teologia,aka-see,False,
252478,245318,Oliveira de Frades,0000-00-00,0000-00-00,Lopo Fernandes,,Lopo Fernandes,Pedro Barbosa Bacelar,novid,Cânones,see-aka,False,W01-Single match (asymmetric) data
245318,,Oliveira de Frades,1610-10-15,1618-10-07,Lopo Fernandes Metelo,Fernandes,Lopo Fernandes,Pedro Barboso Bacelar,cut,Cânones,,False,W01-Single match (asymmetric) data
134317,252479,Ourique,0000-00-00,0000-00-00,Lopo Fernandes Raposo,Fernandes,Lopo Fernandes,,cut,,see-aka,False,
252479,134317,Ourique,1568-10-18,1573-07-18,Lopo Fernandes,Raposo,Lopo Fernandes Raposo,,add,Cânones,aka-see,False,
169427,146385,Montemor-o-Novo,0000-00-00,0000-00-00,Lopo Martins,Andrade,Lopo Martins Andrade,,add,,see-aka,False,
146385,169427,Montemor-o-Novo,1586-04-06,1587-06-05,Lopo Martins de Andrade,Martins,Lopo Martins,António Martins,cut,Cursos jurídicos (Cânones ou Leis),aka-see,False,
249148,235310,Olivença,0000-00-00,0000-00-00,Lopo Pires,Morim,Lopo Pires Morim,,add,,see-aka,False,
235310,249148,Olivença,1589-10-13,1598-11-17,Lopo Pires de Morim,Pires,Lopo Pires,Nuno de Morim,cut,Leis,aka-see,False,
214706,168350,Moura,0000-00-00,0000-00-00,Lopo Rodrigues,Navarro,Lopo Rodrigues Navarro,,add,,see-aka,False,
168350,214706,Moura,1582-01-16,1595-07-26,Lopo Rodrigues Navarro,Rodrigues,Lopo Rodrigues,Simão Rodrigues,cut,Leis,aka-see,False,
237073,222941,Elvas,0000-00-00,0000-00-00,Lopo de Sequeira Pereira,Sequeira,Lopo de Sequeira,,cut,,see-aka,False,
222941,237073,Elvas,1589-11-16,1600-07-08,Lopo de Sequeira,Pereira,Lopo de Sequeira Pereira,Ascenso de Sequeira,add,Cânones,aka-see,False,
191179,232598,Lamego,1597-10-30,1605-11-15,Lopo Soares de Castro,Soares,Lopo Soares,Gonçalo da Fonseca de Castro,cut,Cânones,aka-aka,False,
232598,191179,Lamego,1599-01-15,1607-11-14,Lopo Soares,Castro,Lopo Soares Castro,Gonçalo da Fonseca de Castro,add,Cânones,aka-aka,False,
189836,214114,Águeda,0000-00-00,0000-00-00,Lopo Velez Castelo Branco,Velez,Lopo Velez,,cut,Leis,see-aka,False,
214114,189836,Águeda,1637-10-31,1649-07-05,Lopo Velez,Castelo Branco,Lopo Velez Castelo Branco,Diogo Velez,add,Leis,aka-see,False,
188993,188992,Guarda,0000-00-00,0000-00-00,Lourenço José de Bulhões,Lourenço de Bulhões,Lourenço de Bulhões,,rep,,see-aka,False,
188992,188993,Guarda,1732-10-01,1733-11-15,Lourenço de Bulhões,Lourenço José de Bulhões,Lourenço José de Bulhões,,rep,Cânones,aka-see,False,
245563,140059,Marvão,0000-00-00,0000-00-00,Lourenço Carrasco Mexia,Carrasco,Lourenço Carrasco,,cut,,see-aka,False,
140059,245563,Marvão,1747-10-01,1752-10-01,Lourenço Carrasco,Mexia,Lourenço Carrasco Mexia,,add,Cânones,aka-see,False,
194742,197695,Porto,0000-00-00,0000-00-00,Lourenço Correia de Lacerda,Correia,Lourenço Correia,,cut,,see-aka,False,
197695,194742,Porto,1644-10-25,1652-11-10,Lourenço Correia,Lacerda,Lourenço Correia Lacerda,Jorge Correia,add,Leis,aka-see,False,
252487,165302,Algarve,1594-03-17,1597-10-01,Lourenço Fernandes,Freire,Lourenço Fernandes Freire,Vicente Freire,add,Leis,aka-see,False,
165302,252487,Lagos,0000-00-00,0000-00-00,Lourenço Fernandes Freire,Fernandes,Lourenço Fernandes,Vicente Freire,cut,Leis,see-aka,False,
252487,165302,Lagos,1594-03-17,1597-10-01,Lourenço Fernandes,Freire,Lourenço Fernandes Freire,Vicente Freire,add,Leis,aka-see,False,
217976,161135,Santarém,0000-00-00,0000-00-00,Lourenço de França Vieira,França,Lourenço de França,,cut,,see-aka,False,
161135,217976,Santarém,1582-10-02,1587-06-22,Lourenço de França,Vieira,Lourenço de França Vieira,Simão de França,add,Medicina,aka-see,False,
237093,177095,Lisboa,0000-00-00,0000-00-00,Lourenço da Gama Pereira,Gama,Lourenço da Gama,,cut,,see-aka,False,
177095,237093,Lisboa,1582-10-02,1592-11-02,Lourenço da Gama,Pereira,Lourenço da Gama Pereira,António da Gama,add,Cânones,aka-see,False,
177095,237093,Lisboa,1582-10-02,1592-11-02,Lourenço da Gama,Pereira,Lourenço da Gama Pereira,António da Gama,add,Leis,aka-see,False,
253206,240300,Frazoeira,0000-00-00,0000-00-00,Lourenço Monteiro,de Sousa,Lourenço Monteiro de Sousa,,add,,see-aka,False,
240300,253206,Frazoeiro,1670-01-12,1672-10-01,Lourenço Monteiro de Sousa,Monteiro,Lourenço Monteiro,,cut,Cânones,aka-see,False,
242938,212146,Coimbra,0000-00-00,0000-00-00,Lourenço de Sá Soutomaior,Sá,Lourenço de Sá,,cut,,see-aka,False,
212146,242938,Coimbra,1633-10-20,1646-10-19,Lourenço de Sá,Soutomaior,Lourenço de Sá Soutomaior,Francisco da Silva,add,Leis,aka-see,False,
187817,212626,Lisboa,0000-00-00,0000-00-00,Lourenço Vaz Brandão,Vaz,Lourenço Vaz,Jerónimo Vaz Brandão,cut,Leis,see-aka,False,
212626,187817,Lisboa,1585-11-01,1592-05-14,Lourenço Vaz,Brandão,Lourenço Vaz Brandão,Jerónimo Vaz Brandão,add,Cânones,aka-see,False,
212626,187817,Lisboa,1585-11-01,1592-05-14,Lourenço Vaz,Brandão,Lourenço Vaz Brandão,Jerónimo Vaz Brandão,add,Leis,aka-see,False,
132252,212612,Abrantes,0000-00-00,0000-00-00,Lourenço Vaz Campelo,Vaz,Lourenço Vaz,,cut,,see-aka,False,
212612,132252,Abrantes,1613-10-05,1626-05-22,Lourenço Vaz,Campelo,Lourenço Vaz Campelo,Domingos Fernandes,add,Cânones,aka-see,False,
210353,247040,Fundão,0000-00-00,0000-00-00,Lucas da Cunha,Lucas da Cunha Machado Ferreira,Lucas da Cunha Machado Ferreira,,rep,,see-aka,False,
247040,210353,Fundão,1748-10-01,1753-10-01,Lucas da Cunha Machado Ferreira,Lucas da Cunha,Lucas da Cunha,,cut,Cânones,aka-see,False,
167747,147326,Ilha da Madeira,0000-00-00,0000-00-00,Lucas de Freitas,Aragão,Lucas de Freitas Aragão,Martim de Freitas,add,Leis,see-aka,False,
147326,167747,Ilha da Madeira,1650-12-01,1656-06-17,Lucas de Freitas de Aragão,Freitas,Lucas de Freitas,,cut,Cânones,aka-see,False,
147326,167747,Ilha da Madeira,1650-12-01,1656-06-17,Lucas de Freitas de Aragão,Freitas,Lucas de Freitas,,cut,Leis,aka-see,False,
179598,197713,Ilha da Madeira,0000-00-00,0000-00-00,Lucas Gonçalves,Correia,Lucas Gonçalves Correia,,add,,see-aka,False,
197713,179598,Ilha da Madeira,1623-10-03,1625-10-15,Lucas Gonçalves Correia,Gonçalves,Lucas Gonçalves,António Vaz de Canto,cut,Teologia,aka-see,False,
228496,221694,Lobão,0000-00-00,0000-00-00,Lucas de Seabra da Silva,Seabra,Lucas de Seabra,,cut,,see-aka,False,
221694,228496,Lobão,1703-11-09,1711-10-11,Lucas de Seabra,da Silva,Lucas de Seabra da Silva,Gregório da Silva,add,Cânones,aka-see,False,
221694,228496,Lobão,1703-11-09,1711-10-11,Lucas de Seabra,da Silva,Lucas de Seabra da Silva,Gregório da Silva,add,Leis,aka-see,False,
186294,141036,Tomar,0000-00-00,0000-00-00,Luís de Abreu Borges,Abreu,Luís de Abreu,,cut,,see-aka,False,
141036,186294,Tomar,1614-10-12,1625-04-28,Luís de Abreu,Borges,Luís de Abreu Borges,António de Abreu,add,Leis,aka-see,False,
241585,141786,Porto,0000-00-00,0000-00-00,Luís Airal de Moura,Airal,Luís Airal,,cut,,see-aka,False,
141786,241585,Porto,1656-10-13,1657-10-01,Luís Airal,de Moura,Luís Airal de Moura,,add,Cânones,aka-see,False,
140210,142464,Lisboa,0000-00-00,0000-00-00,Luís de Almada Carreiro,Almada,Luís de Almada,,cut,,see-aka,False,
142464,140210,Lisboa,1588-10-27,1602-07-17,Luís de Almada,Carreiro,Luís de Almada Carreiro,João Carreiro de Almada,add,Cânones,aka-see,False,
241026,241012,Lisboa,0000-00-00,0000-00-00,Luís Alves Mergulhão,Luís Alves Mergulhão,Luís Alves Mergulhão,,cut,,see-aka,False,W01-Single match (asymmetric) data
241012,,Lisboa,1601-10-29,1611-05-29,Luís de Mergulhão,Luís Alves Mergulhão,Luís Alves Mergulhão,Diogo Mergulhão,rep,Leis,,False,W01-Single match (asymmetric) data
144949,197737,Lisboa,0000-00-00,0000-00-00,Luís Alves,Correia,Luís Alves Correia,,add,,see-aka,False,
197737,144949,Lisboa,1616-01-10,1633-04-18,Luís Alves Correia,Alves,Luís Alves,Fernando Correia,cut,Cânones,aka-see,False,
233961,144981,Vila Real,0000-00-00,0000-00-00,Luís Alves Moreira,Alves,Luís Alves,,cut,,see-aka,False,
144981,233961,Vila Real,1617-10-16,1624-03-23,Luís Alves,Moreira,Luís Alves Moreira,Afonso Martins,add,Cânones,aka-see,False,
216093,144966,Santarém,0000-00-00,0000-00-00,Luís Alves de Sande,Alves,Luís Alves,Luís Alves,cut,Cânones,see-aka,False,
144966,216093,Santarém,1592-12-01,1605-05-04,Luís Alves,Sande,Luís Alves Sande,Luís Alves,add,Cânones,aka-see,False,
204839,204835,Covilhã,0000-00-00,0000-00-00,Luís António Ferreira de Tavares Costa Lobo,Luís António Costa Lobo,Luís António Costa Lobo,,rep,,see-aka,False,
204835,204839,Covilhã,1747-10-01,1752-11-14,Luís António Costa Lobo,Ferreira de Tavares Costa Lobo,Luís António Ferreira de Tavares Costa Lobo,,repap,Leis,aka-see,False,
141038,240391,Lisboa,0000-00-00,0000-00-00,Luís António de Sousa Tavares de Abreu,de Sousa,Luís António de Sousa,,cut,,see-aka,False,
240391,141038,Lisboa,1751-10-01,1760-06-21,Luís António de Sousa,Tavares de Abreu,Luís António de Sousa Tavares de Abreu,,add,Leis,aka-see,False,
242939,237838,Ilha da Madeira,0000-00-00,0000-00-00,Luís António Teles de Menezes Soutomaior,Menezes,Luís António Teles de Menezes,,cut,,see-aka,False,
237838,242939,Ilha da Madeira,1743-01-13,1748-10-01,Luís António Teles de Menezes,Soutomaior,Luís António Teles de Menezes Soutomaior,,add,Cânones,aka-see,False,
253225,148459,Terra da Feira,0000-00-00,0000-00-00,Luís de Arzila Monteiro,Arzila,Luís de Arzila,,cut,,see-aka,False,
148459,253225,Terra da Feira,1616-10-22,1624-11-12,Luís de Arzila,Monteiro,Luís de Arzila Monteiro,,add,Cânones,aka-see,False,
150496,225661,Alvares,0000-00-00,0000-00-00,Luís Barata,de Lima,Luís Barata de Lima,,add,,see-aka,False,
225661,150496,Alvares,1686-10-01,1692-10-01,Luís Barata de Lima,Barata,Luís Barata,,cut,Cânones,aka-see,False,
202819,150860,Barcelos,0000-00-00,0000-00-00,Luís Barbosa da Costa,Barbosa,Luís Barbosa,Alexandre Barbosa,cut,Leis,see-aka,False,
150860,202819,Barcelos,1637-10-31,1646-10-15,Luís Barbosa,Costa,Luís Barbosa Costa,Alexandre Barbosa,add,Leis,aka-see,False,
