count,date_min,date_max,naturalidade,normalizada
1,1763-10-01,1763-10-01,"Quintela, Baião","Quintela, Baião"
1,1736-11-16,1736-11-16,"Quintela, Farinha Podre, hoje São Pedro de Alva","Quintela, Farinha Podre, hoje São Pedro de Alva"
1,1754-10-01,1754-10-01,"Quintela, Igreja","Quintela, Igreja"
1,1896-10-06,1896-10-06,"Quintela, Oliveira de Frades","Quintela, Oliveira de Frades"
1,1848-10-13,1848-10-13,"Quintela, Porto","Quintela, Porto"
1,1741-10-01,1741-10-01,"Quintela, Sernancelhe","Quintela, Sernancelhe"
1,1725-10-29,1725-10-29,"Quintela, da Lapa","Quintela, da Lapa"
1,1594-10-11,1594-10-11,Quintelo,Quintelo
1,1823-10-21,1823-10-21,Quintiãs,Quintiãs
1,1694-10-01,1694-10-01,"Quintâ, Espinho","Quintâ, Espinho"
1,1759-10-01,1759-10-01,"Quintã, Cernache do Bonjardim","Quintã, Cernache do Bonjardim"
1,1817-11-12,1817-11-12,"Quintã, Crato","Quintã, Crato"
1,1764-10-01,1764-10-01,"Quintã, Guimarães","Quintã, Guimarães"
1,1737-02-05,1737-02-05,"Quintã, Vila Nova de Foz Côa","Quintã, Vila Nova de Foz Côa"
1,1582-03-01,1582-03-01,"Quintã, Viseu","Quintã, Viseu"
1,1841-10-30,1841-10-30,Quintães,Quintães
1,1764-10-01,1764-10-01,"Quintãns, Barcelos","Quintãns, Barcelos"
1,1716-10-30,1716-10-30,Quintão,Quintão
1,1742-10-01,1742-10-01,"Quintãs, Salgueiro","Quintãs, Salgueiro"
1,1750-01-15,1750-01-15,"Quintãs, Vila Fria","Quintãs, Vila Fria"
1,1790-10-30,1790-10-30,"Quintãs, Viseu","Quintãs, Viseu"
1,1759-10-01,1759-10-01,"Quiraz, Lomba","Quiraz, Lomba"
1,1673-11-02,1673-11-02,R de Galinhas,R de Galinhas
1,1768-10-01,1768-10-01,"Rabal, Bragança","Rabal, Bragança"
1,1764-10-01,1764-10-01,"Rabães, Vila Real","Rabães, Vila Real"
1,1599-04-20,1599-04-20,Raimonda,Raimonda
1,1757-10-31,1757-10-31,Raimonde,Raimonde
1,1625-11-14,1625-11-14,Rainha,Rainha
1,1747-11-02,1747-11-02,Raios,Raios
1,1764-10-01,1764-10-01,"Raiva, Lamego","Raiva, Lamego"
1,1738-11-16,1738-11-16,Ral,Ral
1,1764-12-01,1764-12-01,"Ral, Beco","Ral, Beco"
1,1748-10-01,1748-10-01,Ramal de Porto,Ramal de Porto
1,1754-01-14,1754-01-14,Ramalhais,Ramalhais
1,1750-10-01,1750-10-01,Ramalheira,Ramalheira
1,1766-10-01,1766-10-01,"Ramalho, Pedrógão Grande","Ramalho, Pedrógão Grande"
1,1816-10-31,1816-10-31,"Ramos, Guimarães","Ramos, Guimarães"
1,1763-10-01,1763-10-01,"Rande, Braga","Rande, Braga"
1,1764-10-01,1764-10-01,"Rande, Penafiel","Rande, Penafiel"
1,1857-10-15,1857-10-15,"Rande, Porto","Rande, Porto"
1,1725-10-01,1725-10-01,Randes,Randes
1,1754-10-01,1754-10-01,"Randufinho, Sobradela","Randufinho, Sobradela"
1,1715-12-01,1715-12-01,Rangel,Rangel
1,1730-10-01,1730-10-01,Ranhadas,Ranhadas
1,1753-10-01,1753-10-01,"Rapoila, Avelar","Rapoila, Avelar"
1,1814-10-14,1814-10-14,Raquião,Raquião
1,1747-10-01,1747-10-01,"Rascoia, Avelar","Rascoia, Avelar"
1,1764-10-01,1764-10-01,"Ratoeira, Celorico da Beira","Ratoeira, Celorico da Beira"
1,1769-05-26,1769-05-26,"Real, Guimarães","Real, Guimarães"
1,1881-10-15,1881-10-15,"Real, Porto","Real, Porto"
1,1838-10-23,1838-10-23,"Real, Viseu","Real, Viseu"
1,1764-10-01,1764-10-01,"Rebaldia, Dornes","Rebaldia, Dornes"
1,1587-12-03,1587-12-03,Rebelhos,Rebelhos
1,1582-10-29,1582-10-29,"Rebelhos??, Lafões","Rebelhos??, Lafões"
1,1844-10-15,1844-10-15,"Rebelo, Porto","Rebelo, Porto"
1,1728-10-01,1728-10-01,Rebelvia,Rebelvia
1,1745-10-01,1745-10-01,Rebolaria,Rebolaria
1,1764-10-01,1764-10-01,Reboleira,Reboleira
1,1746-10-24,1746-10-24,Rebordelos,Rebordelos
1,1808-11-29,1808-11-29,"Rebordãos, Bragança","Rebordãos, Bragança"
1,1705-12-15,1705-12-15,Rebordões,Rebordões
1,1748-10-01,1748-10-01,Reboredo,Reboredo
1,1722-10-01,1722-10-01,Recardaes,Recardaes
1,1653-10-15,1653-10-15,Recardâes,Recardâes
1,1801-10-31,1801-10-31,"Recardães, Aveiro","Recardães, Aveiro"
1,1759-10-01,1759-10-01,Recife de Pernambuco,Recife de Pernambuco
1,1757-10-01,1757-10-01,"Recife de Pernambuco, Brasil","Recife de Pernambuco, Brasil"
1,1841-10-08,1841-10-08,"Rede, Vila Real","Rede, Vila Real"
1,1799-10-15,1799-10-15,"Redeal, Bragança","Redeal, Bragança"
1,1764-10-01,1764-10-01,"Redinha, Pombal","Redinha, Pombal"
1,1601-10-05,1601-10-05,Redinho,Redinho
1,1683-10-01,1683-10-01,"Redondo, dist de Évora","Redondo, dist de Évora"
1,1706-10-01,1706-10-01,Refoios,Refoios
1,1708-10-23,1708-10-23,Refoios de Lima,Refoios de Lima
1,1622-10-07,1622-10-07,Refoios do Lima,Refoios do Lima
1,1876-10-02,1876-10-02,"Refojos, Braga","Refojos, Braga"
1,1845-06-26,1845-06-26,"Refontoura, Porto","Refontoura, Porto"
1,1783-10-31,1783-10-31,"Refóios, Porto","Refóios, Porto"
1,1756-01-17,1756-01-17,"Regalados, São Miguel de Oriz","Regalados, São Miguel de Oriz"
1,1764-10-01,1764-10-01,Regaleiras,Regaleiras
1,1636-11-06,1636-11-06,Regalos,Regalos
1,1768-10-01,1768-10-01,Regilde,Regilde
1,1906-06-23,1906-06-23,"Regilde, Felgueiras","Regilde, Felgueiras"
1,1889-07-15,1889-07-15,"Rego Travesco, Tábua","Rego Travesco, Tábua"
1,1566-03-02,1566-03-02,Rego da Moimenta,Rego da Moimenta
1,1735-10-01,1735-10-01,Rego de Peixes,Rego de Peixes
1,1730-11-07,1730-11-07,Rego dos Peixes,Rego dos Peixes
1,1723-10-01,1723-10-01,"Regueira de Pontes, Leiria","Regueira de Pontes, Leiria"
1,1765-10-01,1765-10-01,Reguenga,Reguenga
1,1757-02-10,1757-02-10,"Reguengada da Parada, Óbidos","Reguengada da Parada, Óbidos"
1,1743-10-01,1743-10-01,Reguengo de Baixo,Reguengo de Baixo
1,1725-10-01,1725-10-01,Reguengo de Monsaraz,Reguengo de Monsaraz
1,1748-10-29,1748-10-29,"Reguengo, Feital","Reguengo, Feital"
1,1732-10-01,1732-10-01,Reguengos Grande,Reguengos Grande
1,1890-10-13,1890-10-13,Reguengos de Monsarraz,Reguengos de Monsarraz
1,1765-10-01,1765-10-01,"Reguengos, Lafões","Reguengos, Lafões"
1,1893-10-23,1893-10-23,"Reguengos, Monsaraz","Reguengos, Monsaraz"
1,1836-06-20,1836-06-20,"Reguengos, Évora","Reguengos, Évora"
1,1707-10-21,1707-10-21,Regulados,Regulados
1,1893-10-14,1893-10-14,"Reigada, Almeida","Reigada, Almeida"
1,1844-10-30,1844-10-30,"Reigada, Guarda","Reigada, Guarda"
1,1764-10-01,1764-10-01,"Reigoso, Vouzela","Reigoso, Vouzela"
1,1848-10-27,1848-10-27,"Reims, França","Reims, França"
1,1647-10-10,1647-10-10,Relazaima,Relazaima
1,1765-10-01,1765-10-01,"Remelha, Barcelos","Remelha, Barcelos"
1,1788-10-30,1788-10-30,"Remesal, Porto","Remesal, Porto"
1,1784-10-30,1784-10-30,"Rendufe, Braga","Rendufe, Braga"
1,1765-10-01,1765-10-01,"Rendufe, Lafões","Rendufe, Lafões"
1,1748-04-23,1748-04-23,"Rendufe, Pernambuco, Brasil","Rendufe, Pernambuco, Brasil"
1,1820-01-15,1820-01-15,"Rendufe, Viana","Rendufe, Viana"
1,1736-10-01,1736-10-01,Reparada,Reparada
1,1897-10-04,1897-10-04,Repezes,Repezes
1,1892-10-14,1892-10-14,Represa,Represa
1,1893-10-14,1893-10-14,Requeira de Pontes,Requeira de Pontes
1,1766-10-01,1766-10-01,"Requião, Barcelos","Requião, Barcelos"
1,1893-10-13,1893-10-13,"Resturrães, Fafe","Resturrães, Fafe"
1,1681-10-01,1681-10-01,Retorta,Retorta
1,1879-10-02,1879-10-02,"Retorta, Porto","Retorta, Porto"
1,1696-10-01,1696-10-01,Revel,Revel
1,1572-06-15,1572-06-15,"Revelhe ?, Lamego","Revelhe ?, Lamego"
1,1765-10-01,1765-10-01,Revolta,Revolta
1,1770-06-17,1770-06-17,"Reza, Porto","Reza, Porto"
1,1785-10-27,1785-10-27,"Ria Funda, Baía, Brasil","Ria Funda, Baía, Brasil"
1,1538-10-03,1538-10-03,Riba Douro,Riba Douro
1,1857-10-06,1857-10-06,Riba d'Ancora,Riba d'Ancora
1,1765-10-01,1765-10-01,Riba de Ave,Riba de Ave
1,1768-10-01,1768-10-01,"Riba de Ave, Santo Estevão","Riba de Ave, Santo Estevão"
1,1573-10-02,1573-10-02,Riba de Douro,Riba de Douro
1,1860-10-10,1860-10-10,Riba de Moura,Riba de Moura
1,1743-10-01,1743-10-01,Riba de Mouro,Riba de Mouro
1,1754-10-01,1754-10-01,Riba de Âncora,Riba de Âncora
1,1901-10-07,1901-10-07,Riba do Mouro,Riba do Mouro
1,1814-10-07,1814-10-07,"Riba, Coimbra","Riba, Coimbra"
1,1731-07-16,1731-07-16,"Riba, UL","Riba, UL"
1,1701-10-01,1701-10-01,Ribadaneira de Alte,Ribadaneira de Alte
1,1765-10-01,1765-10-01,Ribafeita,Ribafeita
1,1652-10-14,1652-10-14,"Ribafeita, Viseu","Ribafeita, Viseu"
1,1687-10-01,1687-10-01,Ribaldeira,Ribaldeira
1,1759-11-05,1759-11-05,"Ribaldeira, Mafra","Ribaldeira, Mafra"
1,1903-10-09,1903-10-09,"Ribandar das Ilhas, Goa, Índia","Ribandar das Ilhas, Goa, Índia"
1,1870-10-15,1870-10-15,Ribas de Pinheiro,Ribas de Pinheiro
1,1703-10-01,1703-10-01,Ribas do Pinheiro,Ribas do Pinheiro
1,1812-10-31,1812-10-31,"Ribas, Aveiro","Ribas, Aveiro"
1,1907-10-11,1907-10-11,"Ribas, Celorico de Basto","Ribas, Celorico de Basto"
1,1766-10-01,1766-10-01,Ribatua,Ribatua
1,1760-10-01,1760-10-01,"Ribatua, São Mamede de","Ribatua, São Mamede de"
1,1764-10-01,1764-10-01,"Ribeira Branca, Torres Novas","Ribeira Branca, Torres Novas"
1,1751-02-08,1751-02-08,"Ribeira Brava, Ilha da Madeira","Ribeira Brava, Ilha da Madeira"
1,1852-10-04,1852-10-04,"Ribeira Grande, Açores","Ribeira Grande, Açores"
1,1905-10-03,1905-10-03,"Ribeira Grande, Cabo Verde","Ribeira Grande, Cabo Verde"
1,1769-10-01,1769-10-01,"Ribeira Grande, Ilhas, Açores","Ribeira Grande, Ilhas, Açores"
1,1893-10-24,1893-10-24,"Ribeira Grande, Ponta Delgada","Ribeira Grande, Ponta Delgada"
1,1669-11-02,1669-11-02,Ribeira da Azambuja,Ribeira da Azambuja
1,1788-10-27,1788-10-27,Ribeira da Flor da Rosa,Ribeira da Flor da Rosa
1,1905-10-03,1905-10-03,"Ribeira da Janela, Funchal, Madeira","Ribeira da Janela, Funchal, Madeira"
1,1758-12-20,1758-12-20,Ribeira das Carvalhosas,Ribeira das Carvalhosas
1,1786-10-27,1786-10-27,Ribeira de Alcântra,Ribeira de Alcântra
1,1701-10-28,1701-10-28,Ribeira de Arganil,Ribeira de Arganil
1,1765-10-01,1765-10-01,"Ribeira de Arouce, Lousã","Ribeira de Arouce, Lousã"
1,1664-11-17,1664-11-17,Ribeira de Aves,Ribeira de Aves
1,1815-10-07,1815-10-07,Ribeira de Baixo,Ribeira de Baixo
1,1762-10-01,1762-10-01,Ribeira de Carvalhais,Ribeira de Carvalhais
1,1799-10-21,1799-10-21,Ribeira de Carvalho,Ribeira de Carvalho
1,1756-10-01,1756-10-01,Ribeira de Condeixa,Ribeira de Condeixa
1,1701-12-17,1701-12-17,"Ribeira de Condeixa, Condeixa","Ribeira de Condeixa, Condeixa"
1,1765-12-01,1765-12-01,Ribeira de Frágoas,Ribeira de Frágoas
1,1758-10-01,1758-10-01,Ribeira de Goujim,Ribeira de Goujim
1,1687-01-01,1687-01-01,Ribeira de Lamas de Orelhão,Ribeira de Lamas de Orelhão
1,1764-10-01,1764-10-01,"Ribeira de Litem, Vila Galega","Ribeira de Litem, Vila Galega"
1,1772-10-00,1772-10-00,"Ribeira de Nisa, Portalegre","Ribeira de Nisa, Portalegre"
1,1741-10-24,1741-10-24,Ribeira de Palheiros,Ribeira de Palheiros
1,1854-10-19,1854-10-19,"Ribeira de Pena, Vila Real","Ribeira de Pena, Vila Real"
1,1764-10-01,1764-10-01,Ribeira de Penela,Ribeira de Penela
1,1764-10-01,1764-10-01,Ribeira de Santa Ana,Ribeira de Santa Ana
1,1905-10-07,1905-10-07,Ribeira de Santarém,Ribeira de Santarém
1,1797-10-13,1797-10-13,Ribeira de Santo Estevão,Ribeira de Santo Estevão
1,1757-10-01,1757-10-01,Ribeira de Seda,Ribeira de Seda
1,1582-03-12,1582-03-12,"Ribeira de Soaz, c Vieira do Minho","Ribeira de Soaz, c Vieira do Minho"
1,1729-10-01,1729-10-01,Ribeira de Soães,Ribeira de Soães
1,1767-10-01,1767-10-01,Ribeira de Torres Novas,Ribeira de Torres Novas
1,1730-10-01,1730-10-01,Ribeira de Vizela,Ribeira de Vizela
1,1696-11-13,1696-11-13,Ribeira do Espinhal,Ribeira do Espinhal
1,1741-10-01,1741-10-01,Ribeira do Freixo,Ribeira do Freixo
1,1703-10-01,1703-10-01,Ribeira do Homem,Ribeira do Homem
1,1750-10-01,1750-10-01,Ribeira do Olival,Ribeira do Olival
1,1806-10-29,1806-10-29,Ribeira dos Moinhos,Ribeira dos Moinhos
1,1738-10-01,1738-10-01,"Ribeira, Condeixa","Ribeira, Condeixa"
1,1763-10-01,1763-10-01,"Ribeira, Mortágua","Ribeira, Mortágua"
1,1850-10-23,1850-10-23,"Ribeira, Porto","Ribeira, Porto"
1,1756-01-13,1756-01-13,"Ribeira, Porto de Mós","Ribeira, Porto de Mós"
1,1759-10-01,1759-10-01,"Ribeira, São Martinho de Fornos","Ribeira, São Martinho de Fornos"
1,1637-10-06,1637-10-06,"Ribeira, Taveiro","Ribeira, Taveiro"
1,1761-10-01,1761-10-01,"Ribeira, Torres Novas","Ribeira, Torres Novas"
1,1881-10-05,1881-10-05,"Ribeiradio, Viseu","Ribeiradio, Viseu"
1,1738-10-01,1738-10-01,Ribeirinha,Ribeirinha
1,1687-01-01,1687-01-01,Ribeirinha de Lamas,Ribeirinha de Lamas
1,1904-10-01,1904-10-01,"Ribeirinha, Angra do Heroísmo","Ribeirinha, Angra do Heroísmo"
1,1912-08-08,1912-08-08,"Ribeirinha, Ponta Delgada, Açores","Ribeirinha, Ponta Delgada, Açores"
1,1760-10-01,1760-10-01,Ribeiro de Coselhas,Ribeiro de Coselhas
1,1674-10-24,1674-10-24,Ribeiro de Frades,Ribeiro de Frades
1,1755-10-01,1755-10-01,"Ribeiro, Sertã","Ribeiro, Sertã"
1,1807-07-14,1807-07-14,"Ribeiro, Tomar","Ribeiro, Tomar"
1,1795-10-17,1795-10-17,"Ribeiro, Viseu","Ribeiro, Viseu"
1,1754-10-01,1754-10-01,"Ribeirto, Sertã","Ribeirto, Sertã"
1,1906-10-01,1906-10-01,Ribeirão,Ribeirão
1,1750-10-01,1750-10-01,Ribeirão do Carmo,Ribeirão do Carmo
1,1739-10-01,1739-10-01,"Ribeirão do Carmo, Minas Gerais, Brasil","Ribeirão do Carmo, Minas Gerais, Brasil"
1,1887-10-14,1887-10-14,"Ribeirão, Vila Nova de Famalicão","Ribeirão, Vila Nova de Famalicão"
1,1712-10-01,1712-10-01,Riberadio,Riberadio
1,1843-10-31,1843-10-31,"Riberadio, Viseu","Riberadio, Viseu"
1,1765-10-01,1765-10-01,"Ribão, Lamego","Ribão, Lamego"
1,1826-10-14,1826-10-14,Ricardães,Ricardães
1,1656-11-04,1656-11-04,Richoso,Richoso
1,1652-12-06,1652-12-06,"Richoso, Lourosa","Richoso, Lourosa"
1,1799-10-03,1799-10-03,Rigueira de Pontes,Rigueira de Pontes
1,1670-11-10,1670-11-10,Rio,Rio
1,1873-10-15,1873-10-15,"Rio Bonito, Brasil","Rio Bonito, Brasil"
1,1898-10-14,1898-10-14,Rio Caldo,Rio Caldo
1,1882-10-02,1882-10-02,"Rio Caldo, Brasil","Rio Caldo, Brasil"
1,1767-10-01,1767-10-01,"Rio Covo, Águeda","Rio Covo, Águeda"
1,1752-10-01,1752-10-01,Rio Douro,Rio Douro
1,1733-10-01,1733-10-01,Rio Frio de Outeiro,Rio Frio de Outeiro
1,1765-10-01,1765-10-01,"Rio Frio, Arcos de Valdevez","Rio Frio, Arcos de Valdevez"
1,1746-10-01,1746-10-01,"Rio Frio, Palmela","Rio Frio, Palmela"
1,1794-10-25,1794-10-25,"Rio Grande de São Paulo, Brasil","Rio Grande de São Paulo, Brasil"
1,1813-10-26,1813-10-26,"Rio Grande do Norte, Pernambuco, Brasil","Rio Grande do Norte, Pernambuco, Brasil"
1,1807-10-31,1807-10-31,"Rio Grande, São Pedro do Sul","Rio Grande, São Pedro do Sul"
1,1807-10-31,1807-10-31,"Rio Janeiro, Brasil","Rio Janeiro, Brasil"
1,1779-10-01,1779-10-01,"Rio Magé, Rio de Janeiro","Rio Magé, Rio de Janeiro"
1,1739-10-01,1739-10-01,Rio Moinho,Rio Moinho
1,1822-10-19,1822-10-19,"Rio Pardo, Brasil","Rio Pardo, Brasil"
1,1899-10-13,1899-10-13,"Rio Seco, Guarda","Rio Seco, Guarda"
1,1791-06-08,1791-06-08,"Rio das Contas, Minas Gerais","Rio das Contas, Minas Gerais"
1,1685-03-13,1685-03-13,Rio das Galinhas,Rio das Galinhas
1,1766-10-01,1766-10-01,"Rio das Mortes, Minas Gerais, Baía, Brasil","Rio das Mortes, Minas Gerais, Baía, Brasil"
1,1788-10-22,1788-10-22,"Rio das Mortes, Minas Gerais, Brasil","Rio das Mortes, Minas Gerais, Brasil"
1,1804-10-06,1804-10-06,"Rio de Galinhas, Almalaguês, Coimbra","Rio de Galinhas, Almalaguês, Coimbra"
1,1858-10-14,1858-10-14,Rio de Gatinhas,Rio de Gatinhas
1,1676-12-29,1676-12-29,"Rio de Janeiro, Baía","Rio de Janeiro, Baía"
1,1763-10-01,1763-10-01,"Rio de Janeiro, Coimbra","Rio de Janeiro, Coimbra"
1,1743-10-01,1743-10-01,Rio de Mel,Rio de Mel
1,1767-10-01,1767-10-01,"Rio de São Francisco, Pernambuco, Brasil","Rio de São Francisco, Pernambuco, Brasil"
1,1792-10-13,1792-10-13,Rio de janeiro,Rio de janeiro
1,1560-10-15,1560-10-15,"Riodades, Lamego","Riodades, Lamego"
1,1845-10-31,1845-10-31,Rios de Sena,Rios de Sena
1,1573-10-14,1573-10-14,"Rios, Frios","Rios, Frios"
1,1586-10-17,1586-10-17,Rios-Frios,Rios-Frios
1,1550-02-15,1550-02-15,"Riscarado, Bilbau, Espanha","Riscarado, Bilbau, Espanha"
1,1779-10-18,1779-10-18,"Roca, Lamego","Roca, Lamego"
1,1797-10-00,1797-10-00,"Rochal, Arganil","Rochal, Arganil"
1,1900-10-03,1900-10-03,"Rochosa, Guarda","Rochosa, Guarda"
1,1900-10-03,1900-10-03,"Rochoso, Guarda","Rochoso, Guarda"
1,1718-10-01,1718-10-01,Roda Fundeira,Roda Fundeira
1,1847-10-29,1847-10-29,"Roda, Castelo Branco","Roda, Castelo Branco"
1,1893-10-23,1893-10-23,"Roda, Mangualde","Roda, Mangualde"
1,1758-10-01,1758-10-01,"Roda, Pombeiro","Roda, Pombeiro"
1,1841-10-20,1841-10-20,"Roda, Viseu","Roda, Viseu"
1,1777-10-30,1777-10-30,"Roda-Forte, Torres Vedras","Roda-Forte, Torres Vedras"
1,1554-00-00,1554-00-00,"Rodelos, Castela","Rodelos, Castela"
1,1807-10-31,1807-10-31,Rodão,Rodão
1,1877-10-09,1877-10-09,Roge,Roge
1,1768-10-01,1768-10-01,"Roios, Vila Flor","Roios, Vila Flor"
1,1675-10-30,1675-10-30,"Roliça, Óbidos","Roliça, Óbidos"
1,1710-10-01,1710-10-01,Romarigais,Romarigais
1,1768-10-01,1768-10-01,Romarigais do Coura,Romarigais do Coura
1,1707-10-01,1707-10-01,Romarigães,Romarigães
1,1755-10-01,1755-10-01,"Romarigães, Coura","Romarigães, Coura"
1,1735-10-31,1735-10-31,Romeira,Romeira
1,1755-06-20,1755-06-20,Roncas,Roncas
1,1767-10-01,1767-10-01,"Rondelo, Perada","Rondelo, Perada"
1,1866-10-09,1866-10-09,"Ronfe, Braga","Ronfe, Braga"
1,1726-11-04,1726-11-04,"Roriz, Barcelos","Roriz, Barcelos"
1,1821-11-05,1821-11-05,Rosa,Rosa
1,1734-10-01,1734-10-01,Rosmanilhal,Rosmanilhal
1,1820-06-28,1820-06-28,"Rossas, Lamego","Rossas, Lamego"
1,1886-10-02,1886-10-02,"Rossas, Vieira","Rossas, Vieira"
1,1872-10-03,1872-10-03,Rosto de Cão,Rosto de Cão
1,1727-10-10,1727-10-10,Rotar,Rotar
1,1825-10-31,1825-10-31,Roto,Roto
1,1864-10-12,1864-10-12,Roufe,Roufe
1,1766-10-01,1766-10-01,"Roupeira, Couto de Moura","Roupeira, Couto de Moura"
1,1756-01-02,1756-01-02,"Routar, Viseu","Routar, Viseu"
1,1884-07-09,1884-07-09,"Rouças, Viana do Castelo","Rouças, Viana do Castelo"
1,1738-10-01,1738-10-01,Roças de Arouca,Roças de Arouca
1,1876-06-10,1876-06-10,"Roças, Braga","Roças, Braga"
1,1753-10-01,1753-10-01,"Rua, Leiria","Rua, Leiria"
1,1899-10-02,1899-10-02,"Rua, Moimenta da Beira","Rua, Moimenta da Beira"
1,1540-09-30,1540-09-30,"Rubiães, Viana do Castelo","Rubiães, Viana do Castelo"
1,1898-10-12,1898-10-12,"Rui Torto, Valpaços","Rui Torto, Valpaços"
1,1679-10-01,1679-10-01,Ruivais,Ruivais
1,1897-10-12,1897-10-12,"Ruivaqueira, Leiria","Ruivaqueira, Leiria"
1,1765-10-01,1765-10-01,Ruivões,Ruivões
1,1905-10-06,1905-10-06,"Ruvina, Guarda","Ruvina, Guarda"
1,1763-10-01,1763-10-01,"Rál, Lafões","Rál, Lafões"
1,1880-10-15,1880-10-15,Rêde,Rêde
1,1770-10-01,1770-10-01,Róios,Róios
1,1854-10-09,1854-10-09,"S Salvador, Coimbra","S Salvador, Coimbra"
1,1890-10-16,1890-10-16,S Tiago de Labruge,S Tiago de Labruge
1,1710-10-01,1710-10-01,Sabariz,Sabariz
1,1772-10-00,1772-10-00,"Sabará, Mariana, Brasil","Sabará, Mariana, Brasil"
1,1759-11-28,1759-11-28,"Sabará, brasil","Sabará, brasil"
1,1750-00-00,1750-00-00,Sabil,Sabil
1,1708-10-31,1708-10-31,Sabrosa de Aguiar,Sabrosa de Aguiar
1,1733-10-01,1733-10-01,Sabroso,Sabroso
1,1868-10-15,1868-10-15,"Sabrossa, Vila Real","Sabrossa, Vila Real"
1,1752-11-14,1752-11-14,Sabugeiro,Sabugeiro
1,1762-10-01,1762-10-01,"Sabugosa, Viseu","Sabugosa, Viseu"
1,1744-10-01,1744-10-01,Sabugueiro,Sabugueiro
1,1907-10-04,1907-10-04,Sabóia,Sabóia
1,1722-10-01,1722-10-01,Sabúgal,Sabúgal
1,1800-10-27,1800-10-27,Sacoias,Sacoias
1,1796-10-15,1796-10-15,"Sacoias, Bragança","Sacoias, Bragança"
1,1852-10-13,1852-10-13,Sacões,Sacões
1,1851-10-31,1851-10-31,"Safara, Beja","Safara, Beja"
1,1748-06-03,1748-06-03,Safardão,Safardão
1,1643-12-16,1643-12-16,Sagodão,Sagodão
1,1829-10-31,1829-10-31,Sagres,Sagres
1,1765-10-01,1765-10-01,Saibinho,Saibinho
1,1848-10-09,1848-10-09,"Saint Servant, França","Saint Servant, França"
1,1705-12-09,1705-12-09,Salamonde,Salamonde
1,1887-10-03,1887-10-03,"Salamonde, Vieira","Salamonde, Vieira"
1,1826-10-16,1826-10-16,Salariz,Salariz
1,1886-10-09,1886-10-09,"Salcete, Gôa, Índia","Salcete, Gôa, Índia"
1,1881-10-05,1881-10-05,Saldonas,Saldonas
1,1815-10-24,1815-10-24,"Saldonas, Viseu","Saldonas, Viseu"
1,1766-10-01,1766-10-01,"Salelas, Mariana","Salelas, Mariana"
1,1799-10-07,1799-10-07,"Salgieiral, Chão do Couce","Salgieiral, Chão do Couce"
1,1764-10-01,1764-10-01,"Salgueira, Aveiro","Salgueira, Aveiro"
1,1762-10-01,1762-10-01,Salgueiraes,Salgueiraes
1,1733-10-01,1733-10-01,Salgueiral de Coja,Salgueiral de Coja
1,1743-10-01,1743-10-01,"Salgueiral, Régua","Salgueiral, Régua"
1,1803-07-12,1803-07-12,"Salgueiro, Aveiro","Salgueiro, Aveiro"
1,1736-10-01,1736-10-01,"Salgueiro, Monção","Salgueiro, Monção"
1,1761-10-30,1761-10-30,Salgueiros,Salgueiros
1,1858-10-04,1858-10-04,"Salgueiros, Bragança","Salgueiros, Bragança"
1,1813-10-30,1813-10-30,"Salgueiros, Miranda","Salgueiros, Miranda"
1,1762-10-01,1762-10-01,"Salir do Mato, Alcobaça","Salir do Mato, Alcobaça"
1,1750-12-16,1750-12-16,Salir do Porto,Salir do Porto
1,1743-10-01,1743-10-01,Salir dos Matos,Salir dos Matos
1,1768-12-01,1768-12-01,"Salir, Porto","Salir, Porto"
1,1708-10-30,1708-10-30,"Salreu, São Martinho de","Salreu, São Martinho de"
1,1718-10-01,1718-10-01,Salsas,Salsas
1,1602-10-05,1602-10-05,Salselas,Salselas
1,1844-10-15,1844-10-15,"Salto, Vila Real","Salto, Vila Real"
1,1743-11-13,1743-11-13,Salvador,Salvador
1,1716-10-01,1716-10-01,Salvador Fagundes,Salvador Fagundes
1,1741-10-01,1741-10-01,Salvador da Gandra,Salvador da Gandra
1,1772-12-01,1772-12-01,Salvador da Rossa,Salvador da Rossa
1,1818-11-04,1818-11-04,"Salvador das Rossas, Guimarães","Salvador das Rossas, Guimarães"
1,1737-10-01,1737-10-01,Salvador de Arvore,Salvador de Arvore
1,1741-10-01,1741-10-01,Salvador de Figueiras,Salvador de Figueiras
1,1718-10-01,1718-10-01,Salvador de Joane,Salvador de Joane
1,1737-10-01,1737-10-01,Salvador de Lama,Salvador de Lama
1,1735-10-01,1735-10-01,Salvador de Louredo,Salvador de Louredo
1,1902-10-04,1902-10-04,"Salvador de Macedo, Monção","Salvador de Macedo, Monção"
1,1759-10-01,1759-10-01,Salvador de Minhotães,Salvador de Minhotães
1,1711-10-01,1711-10-01,Salvador de Modivas,Salvador de Modivas
1,1711-10-01,1711-10-01,Salvador de Moreira,Salvador de Moreira
1,1751-02-02,1751-02-02,Salvador de Moura,Salvador de Moura
1,1710-10-01,1710-10-01,Salvador de Muna,Salvador de Muna
1,1765-10-01,1765-10-01,Salvador de Parada,Salvador de Parada
1,1872-10-05,1872-10-05,Salvador de Parada e Barbuda,Salvador de Parada e Barbuda
1,1873-06-13,1873-06-13,Salvador de Parada e Barbudo,Salvador de Parada e Barbudo
1,1707-10-01,1707-10-01,Salvador de Pedregais,Salvador de Pedregais
1,1736-01-30,1736-01-30,Salvador de Pereira,Salvador de Pereira
