value,count,date_in,date_max
"Ameal, Coimbra",1,1782-11-02,1782-11-02
"Ameixas, Viseu",1,1841-10-30,1841-10-30
"Ameixeiras, Gondomar",1,1745-10-30,1745-10-30
Ameixieira,1,1735-11-02,1735-11-02
Ameixiosa,1,1762-10-01,1762-10-01
Ameixoeira Grande,1,1803-10-25,1803-10-25
"Ameixoeira, Lisboa",1,1903-10-03,1903-10-03
Ameixoeirinha,1,1767-10-01,1767-10-01
Amexiosa,1,1764-10-01,1764-10-01
"Amial, Vila Pouca do Campo",1,1762-10-01,1762-10-01
Amieira do Crato,1,1657-10-01,1657-10-01
"Amieira, Crato",1,1796-10-05,1796-10-05
"Amieira, Gavião",1,1888-10-02,1888-10-02
"Amieira, Pior do Crato",1,1754-10-23,1754-10-23
"Amieira, Portel",1,1896-10-13,1896-10-13
"Amieira, Portel, Évora",1,1892-10-11,1892-10-11
Amieiro,1,1738-10-01,1738-10-01
"Amieiro, Arazede",1,1799-10-15,1799-10-15
"Amieiro, Coimbra",1,1882-10-02,1882-10-02
Amioso do Meio,1,1864-10-12,1864-10-12
Amixieira,1,1750-10-31,1750-10-31
"Amixoeirinha, Silves",1,1767-10-01,1767-10-01
Amonde,1,1708-10-01,1708-10-01
"Amor, Leiria",1,1764-10-10,1764-10-10
Amoreira Alta,1,1907-10-15,1907-10-15
"Amoreira Cimeira, Coimbra",1,1843-10-10,1843-10-10
Amoreira da Gandara,1,1839-10-31,1839-10-31
Amoreira da Gândara,1,1814-10-08,1814-10-08
Amoreira de Gândara,1,1850-10-22,1850-10-22
"Amoreira, Abrantes",1,1667-06-14,1667-06-14
"Amoreira, Aveiro",1,1861-10-11,1861-10-11
"Amoreira, Lisboa",1,1725-10-01,1725-10-01
"Amoreira, Ourém",1,1788-10-31,1788-10-31
Amores,1,1731-10-01,1731-10-01
"Amorim, Póvoa de Varzim",1,1909-10-02,1909-10-02
Amêndoa,1,1756-10-01,1756-10-01
Anadaluzia,1,1643-01-08,1643-01-08
Anaguei,1,1827-10-24,1827-10-24
"Anaguéis, Coimbra",1,1787-10-30,1787-10-30
"Anais, Viana do Castelo",1,1883-10-02,1883-10-02
Ancada,1,1700-10-01,1700-10-01
"Ancas, Aveiro",1,1779-10-30,1779-10-30
"Ancede, Paião",1,1741-10-01,1741-10-01
Ancerir,1,1643-10-19,1643-10-19
Anceris,1,1629-10-03,1629-10-03
Ancioes,1,1769-10-01,1769-10-01
"Ancêde, Baião",1,1759-10-01,1759-10-01
"Ancêde, Porto",1,1798-10-15,1798-10-15
"Andaluzia, Castela, Espanha",1,1746-10-01,1746-10-01
"Andorinha, Lagos da Beira",1,1763-10-01,1763-10-01
Andorinhas,1,1736-10-01,1736-10-01
Andrais,1,1730-10-01,1730-10-01
Andreas,1,1823-10-04,1823-10-04
"Andreus, Tomar",1,1820-11-15,1820-11-15
Andrães,1,1719-10-01,1719-10-01
"Andrões, Sardoal",1,1738-11-05,1738-11-05
Aneiceira,1,1612-10-08,1612-10-08
"Anelhe, Chaves",1,1593-01-05,1593-01-05
"Angeja, Reguengo",1,1694-03-31,1694-03-31
Angejo,1,1825-04-30,1825-04-30
"Angola, Castelo",1,1804-10-04,1804-10-04
"Angola, Luanda",1,1693-10-01,1693-10-01
Angorelos,1,1752-06-05,1752-06-05
Angores,1,1764-10-01,1764-10-01
"Angores, Chaves",1,1769-10-09,1769-10-09
"Angores, Lamego",1,1763-10-01,1763-10-01
Angra da Heroísmo,1,1841-10-30,1841-10-30
"Angra da Heroísmo, Açores",1,1552-02-04,1552-02-04
Angra de Heroísmo,1,1860-07-16,1860-07-16
"Angra do Heroismo, Açores",1,1882-10-15,1882-10-15
"Angra do Heroísmo, Ilha Terceira, Açores",1,1752-12-14,1752-12-14
"Angra, Ilha Terceira",1,1669-10-26,1669-10-26
Angueira,1,1744-10-01,1744-10-01
"Anhafrega, Viana",1,1767-10-01,1767-10-01
Anissó,1,1878-10-14,1878-10-14
Anjeja,1,1769-11-01,1769-11-01
Anobrega,1,1663-11-12,1663-11-12
"Anquião, Lamego",1,1790-10-11,1790-10-11
"Anreade, Viseu",1,1882-10-14,1882-10-14
"Anriade, Lamego",1,1763-10-01,1763-10-01
"Anriade, São Miguel",1,1681-10-01,1681-10-01
Ansiães ou Ansejais,1,1668-01-18,1668-01-18
Ansião ou Ançã,1,1714-10-01,1714-10-01
"Ansião, Coimbra",1,1821-11-07,1821-11-07
"Ansião, Ribeira de",1,1757-10-01,1757-10-01
"Ansião, Serzedela",1,1705-12-04,1705-12-04
"Ansul, Trancoso",1,1802-10-31,1802-10-31
"Anta, Maiorca",1,1763-12-01,1763-12-01
"Anta, Tondela",1,1824-10-18,1824-10-18
"Anta, Vila Real",1,1537-12-18,1537-12-18
"Anta, Viseu",1,1794-10-15,1794-10-15
Antas de Freineda,1,1687-10-01,1687-10-01
Antas de Penela,1,1687-10-01,1687-10-01
Antas do Pendono,1,1765-10-01,1765-10-01
"Antas, Esposende",1,1751-10-01,1751-10-01
"Antas, Penalva",1,1756-10-01,1756-10-01
"Antas, Penela",1,1769-11-01,1769-11-01
"Antas, Trancoso",1,1796-10-06,1796-10-06
Antela,1,1863-10-14,1863-10-14
"Antes, Ventosa do Bairro",1,1892-10-12,1892-10-12
Anthena,1,1613-10-07,1613-10-07
Antuzende,1,1731-12-22,1731-12-22
António Gonçalves,1,1577-12-03,1577-12-03
António Simões,1,1604-10-11,1604-10-11
António da Cunha,1,1652-10-08,1652-10-08
Ança,1,1817-11-06,1817-11-06
"Ançada, Mangualde",1,1764-10-01,1764-10-01
"Ançada, Viseu",1,1816-10-16,1816-10-16
Ançadal,1,1699-10-01,1699-10-01
Anóbra,1,1761-10-01,1761-10-01
Apelação,1,1680-10-01,1680-10-01
Aquada,1,1559-11-01,1559-11-01
"Aracati, Ceará, Brasil",1,1819-10-18,1819-10-18
"Arada, Aveiro",1,1763-10-01,1763-10-01
"Aragão, Espanha",1,1735-10-01,1735-10-01
Aragões das Alcanedas,1,1760-10-01,1760-10-01
"Aragões, Carregosa",1,1755-06-29,1755-06-29
"Arca, Oliveira de Frades",1,1898-10-12,1898-10-12
Arcas do Souto,1,1725-10-01,1725-10-01
"Arcas, Macedo de Cavaleiros",1,1900-06-13,1900-06-13
"Arcas, Moncorvo",1,1792-07-07,1792-07-07
Arco da Baúlhe,1,1734-10-01,1734-10-01
Arco de Baulhe,1,1886-10-15,1886-10-15
Arco do Bagulho,1,1677-10-15,1677-10-15
Arco do Baulhe,1,1630-10-12,1630-10-12
Arcos Valdevez,1,1683-10-01,1683-10-01
Arcos de Barroso,1,1679-10-01,1679-10-01
Arcos de Vadevez,1,1767-10-01,1767-10-01
Arcos de Valdevevez,1,1663-03-13,1663-03-13
"Arcos de Valdevez, Lisboa",1,1889-11-02,1889-11-02
Arcos de Valvedez,1,1750-10-27,1750-10-27
Arcos de Valvez,1,1728-10-01,1728-10-01
"Arcos, Bragança",1,1845-07-01,1845-07-01
"Arcos, Lamego",1,1537-00-00,1537-00-00
"Arcos, Lanhoso",1,1726-10-01,1726-10-01
"Arcos, Ponte de Lima",1,1636-10-15,1636-10-15
"Arcos, Porto",1,1887-10-14,1887-10-14
"Arcos, Sabadim",1,1766-10-01,1766-10-01
Arcozelo da Beira,1,1655-10-15,1655-10-15
"Arcozelo da Torre, Lamego",1,1778-10-07,1778-10-07
Arcozelo dos Maias,1,1760-10-01,1760-10-01
"Arcozelo, Lafões",1,1764-10-01,1764-10-01
"Arcozelo, Torre",1,1777-10-01,1777-10-01
"Arcozelo, Viana do Castelo",1,1744-04-24,1744-04-24
Arcozelos da Torre,1,1684-12-12,1684-12-12
"Arcozelos, Lamego",1,1779-10-25,1779-10-25
"Arcã, Avanca, Aveiro",1,1783-10-16,1783-10-16
Ardegão,1,1668-10-10,1668-10-10
Areeiro,1,1764-10-01,1764-10-01
"Aregos, Lamego",1,1816-10-31,1816-10-31
Areias,1,1729-10-01,1729-10-01
"Areias de Vilar, Braga",1,1883-10-15,1883-10-15
Areosa,1,1740-11-18,1740-11-18
"Areosa, Pinheiro da Bemposta",1,1890-10-14,1890-10-14
"Areosa, Viseu",1,1825-06-09,1825-06-09
Arere,1,1732-09-09,1732-09-09
Arez,1,1719-10-01,1719-10-01
Argande,1,1768-10-01,1768-10-01
Arganil ou Coimbra,1,1567-10-01,1567-10-01
"Arganil, Chaves",1,1790-10-30,1790-10-30
"Arganil, Linhares",1,1640-10-13,1640-10-13
"Arganil, Pombeiro",1,1687-10-22,1687-10-22
"Arganil, Secarias",1,1756-12-07,1756-12-07
"Arganil, guarda",1,1769-10-01,1769-10-01
"Argela, Vila do Castelo",1,1906-10-02,1906-10-02
"Argeris, Chaves",1,1764-10-01,1764-10-01
"Arges, Torres Vedras",1,1764-10-01,1764-10-01
"Argivai, Póvoa de Varzim",1,1897-10-11,1897-10-11
Argival,1,1807-10-29,1807-10-29
Argomil,1,1761-10-01,1761-10-01
Arguedeira,1,1842-10-31,1842-10-31
"Arguedeira, Viseu",1,1841-10-18,1841-10-18
Aribreia,1,1703-10-01,1703-10-01
Arinhas,1,1877-10-03,1877-10-03
Arinhos,1,1825-10-31,1825-10-31
Ariosa,1,1746-07-23,1746-07-23
"Ariques, Coimbra",1,1756-10-01,1756-10-01
Aris,1,1764-10-01,1764-10-01
"Aris, Lamego",1,1764-10-01,1764-10-01
"Aris, Moura Morta",1,1764-10-01,1764-10-01
"Ariz, Lamego",1,1765-10-01,1765-10-01
"Arja, Santarém",1,1852-10-15,1852-10-15
"Armamar, Lamego",1,1762-10-01,1762-10-01
Armanar,1,1859-05-27,1859-05-27
Armeiros,1,1647-10-05,1647-10-05
Armental,1,1697-10-01,1697-10-01
"Armental, Macieira de Cambra",1,1895-10-12,1895-10-12
"Armes, Maia",1,1768-10-01,1768-10-01
"Armieiro, Vila Real",1,1765-10-01,1765-10-01
"Armil, São Martinho",1,1736-10-01,1736-10-01
"Arnal, Maceira",1,1750-10-01,1750-10-01
Arneiro de Lazes,1,1870-10-03,1870-10-03
"Arneiro, Alenquer",1,1805-10-31,1805-10-31
"Arneiros, Lamego",1,1745-05-18,1745-05-18
"Arneiros, Leiria",1,1762-12-01,1762-12-01
"Arnela de Cerva, Vila Real",1,1874-10-02,1874-10-02
"Arnelas, Feira",1,1792-10-30,1792-10-30
Arnelo,1,1638-10-16,1638-10-16
Arnoio,1,1759-05-21,1759-05-21
"Arnozela, Fafe",1,1889-11-07,1889-11-07
"Arnóia, Braga",1,1882-10-02,1882-10-02
"Arouca, Burgo",1,1754-10-01,1754-10-01
"Arouca, Rossas",1,1736-12-16,1736-12-16
Arouco,1,1737-10-01,1737-10-01
Arporá,1,1841-10-16,1841-10-16
"Arrabal, Leiria",1,1758-10-01,1758-10-01
"Arraial de Santa Rita, Sabará",1,1755-10-01,1755-10-01
"Arraial de Santo António, Mariana, Brasil",1,1778-11-16,1778-11-16
"Arraial do Tejuco, Serro do Frio, Brasil",1,1782-10-08,1782-10-08
"Arraial do Tijuco, Serro do Frio, (Estado de Minas Gerais)Brasil",1,1802-10-15,1802-10-15
"Arraiolos, Vila Real",1,1798-10-02,1798-10-02
"Arrancada, Aveiro",1,1805-10-30,1805-10-30
"Arrancada, Coimbra",1,1762-10-01,1762-10-01
"Arrancada, Águeda",1,1908-10-02,1908-10-02
"Arranches, Portalegre",1,1564-00-00,1564-00-00
Arrifama de Santa Maria,1,1583-10-05,1583-10-05
Arrifana de Besteiros,1,1700-10-01,1700-10-01
Arrifana de Santa Maria da Feira,1,1647-10-14,1647-10-14
Arrifana de Santa Maria de Feira,1,1645-10-16,1645-10-16
"Arrifana de Santa Maria, Manhouce",1,1743-01-13,1743-01-13
"Arrifana de Santa Maria, Vila da Faia",1,1765-12-01,1765-12-01
Arrifana de Santiago Novo,1,1644-10-20,1644-10-20
"Arrifana de Sousa, Porto",1,1578-11-12,1578-11-12
Arrifana do Douro,1,1627-10-07,1627-10-07
"Arrifana do Sousa, Penafiel",1,1734-10-01,1734-10-01
"Arrifana, Feira",1,1795-10-23,1795-10-23
"Arrifana, Leiria",1,1807-10-09,1807-10-09
"Arrifana, Poiares",1,1761-10-01,1761-10-01
"Arrifana, Poiares, Ponte de Lima",1,1587-10-05,1587-10-05
"Arrifana, Santa Maria da Feira",1,1648-10-15,1648-10-15
"Arrimal, Porto de Mós",1,1761-10-01,1761-10-01
Arrochela,1,1862-10-10,1862-10-10
Arrois,1,1702-10-01,1702-10-01
"Arronches, Castelo de Vide",1,1682-10-01,1682-10-01
"Arronches, Protalegre",1,1801-10-16,1801-10-16
"Arruda, Ribatejo",1,1816-10-31,1816-10-31
"Arruda, Santarém",1,1768-10-01,1768-10-01
"Arruda, Tomar",1,1614-10-15,1614-10-15
Arruela,1,1754-01-13,1754-01-13
Artuzede,1,1694-10-01,1694-10-01
Arvanhados,1,1770-10-01,1770-10-01
"Arês, Porto",1,1763-10-01,1763-10-01
"Arões, Cambra",1,1760-10-01,1760-10-01
Assaforge,1,1693-10-01,1693-10-01
Asseiceira Grande,1,1742-10-01,1742-10-01
Assentis,1,1808-10-16,1808-10-16
"Assento da Cumieira, Vila Real",1,1820-06-15,1820-06-15
Assento de Cumieira,1,1817-10-31,1817-10-31
Assento de Fafe,1,1815-10-09,1815-10-09
"Assento, Cumieira",1,1796-10-05,1796-10-05
"Assento, Guimarães",1,1776-00-00,1776-00-00
Assequins de Águeda,1,1712-10-01,1712-10-01
Assoreira,1,1770-06-13,1770-06-13
Assureira,1,1756-10-01,1756-10-01
Astúrias,1,1726-11-04,1726-11-04
"Astúrias, Espanha",1,1727-11-01,1727-11-01
Atadoa,1,1885-07-18,1885-07-18
"Atadoa, Condeixa-a-Velha",1,1886-10-02,1886-10-02
Atalaia do Campo,1,1872-10-15,1872-10-15
"Ataíde, São Miguel de",1,1727-10-01,1727-10-01
"Atei, Mondim de Basto",1,1865-10-09,1865-10-09
"Athei, Basto",1,1731-10-01,1731-10-01
"Athei, Braga",1,1556-02-01,1556-02-01
"Athei?, Bastos",1,1698-01-15,1698-01-15
Athey,1,1762-10-01,1762-10-01
"Atiães, Prado",1,1760-10-10,1760-10-10
Atougia,1,1626-10-15,1626-10-15
"Atouguia da Baleia, Peniche",1,1635-10-13,1635-10-13
"Augueiro, Estarreja",1,1764-10-01,1764-10-01
Aureada,1,1895-10-10,1895-10-10
Autouguia da Baleia,1,1688-10-01,1688-10-01
"Avabe, Viseu",1,1860-06-18,1860-06-18
Avale,1,1857-10-03,1857-10-03
Avaleãs de Amboim,1,1758-10-01,1758-10-01
"Avanca, Várzea",1,1733-10-01,1733-10-01
Avanea,1,1611-10-01,1611-10-01
Aveiras,1,1673-04-13,1673-04-13
Aveirinha,1,1689-10-15,1689-10-15
"Aveiro, Antuã",1,1577-12-17,1577-12-17
"Aveiro, Avanca",1,1574-00-00,1574-00-00
"Aveiro, Esgueira",1,1740-10-01,1740-10-01
"Aveiro, Ihavo",1,1604-11-03,1604-11-03
"Aveiro, Palmas",1,1789-10-24,1789-10-24
"Avelade, Maia",1,1765-10-01,1765-10-01
"Avelar, Chãs de Couce",1,1671-11-03,1671-11-03
Aveleda ou Belide,1,1751-10-01,1751-10-01
Aveleda ou Vilela,1,1750-10-01,1750-10-01
"Aveloso, Lamego",1,1609-12-10,1609-12-10
Avelã da Ribeira,1,1819-10-29,1819-10-29
"Avelãs, Guarda",1,1764-10-01,1764-10-01
Avessada,1,1736-10-01,1736-10-01
Avessadas,1,1556-04-00,1556-04-00
"Avessadas, Canaveses",1,1549-00-00,1549-00-00
"Aveçada, Serpins",1,1765-10-01,1765-10-01
Avidagos,1,1815-10-27,1815-10-27
Avioso,1,1711-10-01,1711-10-01
Avir,1,1601-10-01,1601-10-01
"Avis, Fronteira",1,1610-10-12,1610-10-12
"Ayamonte, Espanha",1,1894-10-13,1894-10-13
"Azanha, Vilarinho do Bairro",1,1749-10-26,1749-10-26
Azebra,1,1570-10-06,1570-10-06
Azedo,1,1742-10-01,1742-10-01
"Azeitão, Setúbal",1,1738-10-01,1738-10-01
"Azenha, Samuel",1,1715-10-01,1715-10-01
"Azenhas, Barcouço",1,1583-10-04,1583-10-04
Azevedo do Vimieiro,1,1718-12-01,1718-12-01
"Azevedo, Feira",1,1741-10-01,1741-10-01
Azevedos,1,1652-10-30,1652-10-30
"Azevo, Pinhel",1,1812-10-23,1812-10-23
Azinheira de Barros,1,1737-10-01,1737-10-01
Azinhosa,1,1811-10-31,1811-10-31
"Azinhoso, Miranda",1,1552-02-07,1552-02-07
Azival,1,1724-10-01,1724-10-01
"Azoeira, Torres Vedras",1,1775-10-01,1775-10-01
Azoia,1,1902-10-08,1902-10-08
Azurana,1,1701-10-01,1701-10-01
Azurar,1,1572-11-20,1572-11-20
Azurar da Beira,1,1600-10-16,1600-10-16
Azurém,1,1889-10-02,1889-10-02
Azére,1,1861-10-03,1861-10-03
Azêvo,1,1893-10-12,1893-10-12
Azóia de Baixo,1,1730-10-26,1730-10-26
BLisboa,1,1602-11-08,1602-11-08
Babaçal,1,1696-10-01,1696-10-01
Bacelo,1,1760-07-01,1760-07-01
"Bacelo, Barcelos",1,1817-11-07,1817-11-07
Bacharel 25061748,1,1748-06-25,1748-06-25
"Bacharel em Artes, 23031686",1,1686-03-23,1686-03-23
"Bacharel em artes, 28111637",1,1637-11-28,1637-11-28
"Badajoz, Espanha",1,1752-10-01,1752-10-01
Badajós,1,1694-10-01,1694-10-01
"Badim, Valadares",1,1763-10-01,1763-10-01
Badiosa,1,1740-10-01,1740-10-01
Baforeira,1,1580-05-12,1580-05-12
"Baforeira, Lamego",1,1582-10-02,1582-10-02
"Bafoura, Aregos",1,1613-10-12,1613-10-12
Bahia,1,1824-10-11,1824-10-11
"Baiona, Galiza, Espanha",1,1607-10-09,1607-10-09
"Bairrada, Mealhada",1,1815-10-31,1815-10-31
"Bairro, Ponte de Lima",1,1763-10-01,1763-10-01
Bairão,1,1719-03-18,1719-03-18
"Baião, Caldas",1,1577-00-00,1577-00-00
"Baião, Gestaçô",1,1764-10-01,1764-10-01
"Baião, Pousada",1,1764-10-01,1764-10-01
"Baião, Quinta do Outeiro",1,1760-10-01,1760-10-01
"Bajé, Brasil",1,1886-10-02,1886-10-02
Balazar,1,1878-10-12,1878-10-12
Balazão,1,1770-10-01,1770-10-01
Balbona,1,1714-01-12,1714-01-12
"Balde, Porto",1,1841-10-30,1841-10-30
Baleia,1,1757-11-12,1757-11-12
"Balia, Andaluzia",1,1641-10-01,1641-10-01
Balocas,1,1866-10-12,1866-10-12
Balogães,1,1756-10-01,1756-10-01
Balouquinhas,1,1767-10-01,1767-10-01
"Baltar, Lamego",1,1762-12-15,1762-12-15
Balé,1,1816-11-08,1816-11-08
"Bananeiras, Pernambuco, Brasil",1,1814-10-14,1814-10-14
Bandalheira,1,1731-10-01,1731-10-01
"Bandalhoeira, Torres Vedras",1,1734-10-01,1734-10-01
"Bandavizes, Fataunços",1,1853-06-20,1853-06-20
Bandoma,1,1606-06-05,1606-06-05
"Banhos, Estarreja",1,1764-10-01,1764-10-01
Bara,1,1897-10-04,1897-10-04
"Barba, Viseu",1,1865-10-03,1865-10-03
"Barbacena, Brasil",1,1765-10-01,1765-10-01
"Barbacena, Elvas",1,1612-10-19,1612-10-19
Barbadar de Cima,1,1823-10-02,1823-10-02
Barbadões de Baixo,1,1762-10-01,1762-10-01
"Barbas, Carvalhas",1,1892-10-22,1892-10-22
Barbedo,1,1620-10-03,1620-10-03
"Barbeita, c Monção",1,1898-10-11,1898-10-11
Barbela,1,1905-10-02,1905-10-02
"Barbuda, Barcelos",1,1765-10-01,1765-10-01
"Barca, Viana",1,1819-10-23,1819-10-23
"Barca, Vila Chã",1,1765-10-01,1765-10-01
"Barca, Viseu",1,1787-10-27,1787-10-27
"Barcarena, Lisboa",1,1602-10-01,1602-10-01
"Barcelinhos, Santo André",1,1724-01-05,1724-01-05
"Barcelinhos, Santo André de",1,1731-10-01,1731-10-01
"Barcelos, Alhada",1,1768-10-01,1768-10-01
"Barcelos, Encourados",1,1670-05-30,1670-05-30
"Barcelos, Mirandela",1,1905-10-02,1905-10-02
"Barcelos, Requião",1,1765-10-01,1765-10-01
"Barcelos, Ruivães",1,1761-10-01,1761-10-01
"Barcelos, São Paio",1,1789-10-24,1789-10-24
"Barcelos, São Paio de Midões",1,1763-10-01,1763-10-01
"Barcelos, São Paio do Carvalhal",1,1747-10-01,1747-10-01
"Barcelos, Vitorinho",1,1766-10-01,1766-10-01
"Barco, Castelo Branco",1,1878-10-03,1878-10-03
"Barco, Covilhã",1,1763-10-01,1763-10-01
"Barco, Guarda",1,1794-10-10,1794-10-10
"Barcos, Lamego",1,1764-10-01,1764-10-01
"Barcos, Tabuaço",1,1727-10-01,1727-10-01
Bardes,1,1842-10-10,1842-10-10
"Bardez, Goa",1,1843-10-14,1843-10-14
Barmeum,1,1751-12-20,1751-12-20
Barqueiro,1,1747-10-01,1747-10-01
"Barqueiros, Vila Real",1,1848-10-13,1848-10-13
Barquinho,1,1761-05-28,1761-05-28
"Barquinhos, Tomar",1,1824-10-30,1824-10-30
"Barra do Rio Grande, Pernambuco, Brasil",1,1820-12-19,1820-12-19
"Barra, Figueira da Foz",1,1909-10-02,1909-10-02
Barralhal,1,1762-10-01,1762-10-01
Barraria,1,1758-10-01,1758-10-01
"Barraria, Leiria",1,1770-10-01,1770-10-01
"Barraçal, Guarda",1,1835-10-31,1835-10-31
Barreira Grande,1,1904-10-29,1904-10-29
"Barreira, Condeixa",1,1769-10-01,1769-10-01
"Barreira, Leiria",1,1776-10-21,1776-10-21
"Barreira, Lisboa",1,1885-10-10,1885-10-10
"Barreira, Porto",1,1827-10-06,1827-10-06
"Barreira, Tomar",1,1764-10-01,1764-10-01
Barreiro do Ribatejo,1,1681-10-01,1681-10-01
"Barreiro, Besteiros",1,1758-10-01,1758-10-01
"Barreiro, Leiria",1,1765-10-01,1765-10-01
"Barreiro, Porto",1,1820-10-02,1820-10-02
"Barreiros, Benviver",1,1764-10-01,1764-10-01
"Barril, Tentugal",1,1819-11-20,1819-11-20
"Barril, Viseu",1,1795-10-00,1795-10-00
"Barril, Águeda",1,1765-10-01,1765-10-01
"Barrios, Viseu",1,1764-10-01,1764-10-01
Barro de Mogo,1,1755-01-30,1755-01-30
"Barroca, Castelo Branco",1,1855-10-05,1855-10-05
"Barroca, Guarda",1,1765-10-01,1765-10-01
Barrocas,1,1756-01-14,1756-01-14
"Barrocel, Tondela",1,1909-10-05,1909-10-05
"Barrosa, Leiria",1,1765-10-01,1765-10-01
"Barrosas, Guimarães",1,1764-10-01,1764-10-01
"Barrosas, Lousada",1,1895-10-12,1895-10-12
"Barrosas, Porto",1,1853-10-17,1853-10-17
Barroso,1,1849-10-04,1849-10-04
"Barrô, Coimbra",1,1837-10-31,1837-10-31
"Barrô, Luso",1,1736-10-01,1736-10-01
"Barrô, Resende",1,1903-10-03,1903-10-03
"Barrô, São Martinho de Mouros",1,1759-10-01,1759-10-01
"Barrô, Viseu",1,1864-10-03,1864-10-03
"Barrô, luso",1,1735-10-24,1735-10-24
"Basto, Borba",1,1764-10-01,1764-10-01
"Basto, Moreira de",1,1709-10-01,1709-10-01
"Basto, Santa Eulália",1,1816-06-28,1816-06-28
"Basto, São João de Arnoia",1,1762-12-15,1762-12-15
"Basto, São Martinho do Arco",1,1762-10-01,1762-10-01
"Basto, São Romão",1,1769-10-01,1769-10-01
Bastorá de Bardez,1,1840-10-23,1840-10-23
Bastro,1,1708-10-01,1708-10-01
"Batalha, Leiria",1,1691-10-01,1691-10-01
"Batim, Índia",1,1881-10-14,1881-10-14
"Baái, Brasil",1,1738-11-15,1738-11-15
Baçal,1,1764-10-01,1764-10-01
"Baía da Vitória, Angra do Heroísmo, Açores",1,1877-10-03,1877-10-03
"Baía, , Brasil",1,1894-10-23,1894-10-23
"Baía, Minas do Sabará, Brasil",1,1741-11-01,1741-11-01
"Baía, Santarém",1,1735-10-01,1735-10-01
"Baía, Santos",1,1679-10-01,1679-10-01
"Beato António, Lisboa",1,1873-10-04,1873-10-04
Bebelim,1,1719-10-01,1719-10-01
Beca,1,1611-10-10,1611-10-10
"Beco, Alentejo",1,1585-12-25,1585-12-25
"Beco, Alqueidão",1,1756-10-01,1756-10-01
"Beco, Aveiro",1,1765-11-01,1765-11-01
"Beco, Dornes",1,1765-12-01,1765-12-01
"Beco, Ferreira",1,1598-04-04,1598-04-04
"Beco, Ferreira do Zêzere",1,1894-10-12,1894-10-12
"Beco, Rebalvia",1,1598-12-01,1598-12-01
"Beco, Santo Aleixo",1,1731-02-15,1731-02-15
"Beco, Tomar",1,1765-10-01,1765-10-01
"Beduído, Aveiro",1,1884-10-13,1884-10-13
Beijos,1,1708-10-01,1708-10-01
Beira Grande,1,1750-12-30,1750-12-30
"Beira Valente, Leomil",1,1762-10-01,1762-10-01
Beires de Aguiar,1,1770-10-01,1770-10-01
Beiros,1,1814-10-08,1814-10-08
"Beja, Moura",1,1619-10-16,1619-10-16
"Belem, Grampara",1,1795-10-31,1795-10-31
"Belem, Pará",1,1735-01-16,1735-01-16
"Belinho, Barcelos",1,1818-11-07,1818-11-07
"Belmilhas, Viseu",1,1769-10-01,1769-10-01
"Belver, Torre de Moncorvo",1,1760-10-01,1760-10-01
Bem-Viver,1,1806-10-04,1806-10-04
"Bemposta, Arganil",1,1899-10-10,1899-10-10
"Bemposta, Miranda",1,1817-05-12,1817-05-12
"Bemposta, Mortágua",1,1763-10-01,1763-10-01
"Bemposta, Prados",1,1588-10-07,1588-10-07
"Bemposta, Óbidos",1,1824-10-02,1824-10-02
"Bemviver, Porto",1,1803-07-07,1803-07-07
Benavides,1,1593-02-17,1593-02-17
"Benavila, Portalegre",1,1893-10-12,1893-10-12
Bencanta,1,1906-10-03,1906-10-03
Bencatel,1,1760-10-01,1760-10-01
"Benespera, Guarda",1,1573-12-16,1573-12-16
"Benfeito, Coimbra",1,1845-10-18,1845-10-18
"Benfica, Santarém",1,1897-10-14,1897-10-14
"Benguela, Angola",1,1862-10-15,1862-10-15
Benquerença de Cima,1,1733-10-01,1733-10-01
Benquerenças,1,1893-10-03,1893-10-03
"Benquerenças, Castelo Branco",1,1764-10-01,1764-10-01
"Bensafrim, Algarve",1,1758-10-30,1758-10-30
Bente,1,1757-12-20,1757-12-20
Bento Tomé,1,1619-10-02,1619-10-02
Benvente,1,1739-11-02,1739-11-02
Benvier,1,1659-10-20,1659-10-20
"Benviver, Brasil",1,1758-12-22,1758-12-22
"Benviver, Marco de Canaveses",1,1793-10-30,1793-10-30
"Bera, Coimbra",1,1641-10-12,1641-10-12
"Berbice, ? Inglesa",1,1891-10-12,1891-10-12
Berrocaria,1,1737-10-01,1737-10-01
Bertelhe,1,1748-10-01,1748-10-01
Bertiandes,1,1705-10-01,1705-10-01
"Bertiandes, Viana do Castelo",1,1880-10-02,1880-10-02
"Bertuso, Coimbra",1,1762-12-01,1762-12-01
"Besteiros, Braga",1,1882-10-02,1882-10-02
"Besteiros, Castelões",1,1759-10-01,1759-10-01
"Besteiros, Santa Eulália",1,1727-10-01,1727-10-01
Betesga,1,1719-10-01,1719-10-01
"Beça, Vila Real",1,1836-10-22,1836-10-22
"Bicholim, India",1,1901-10-23,1901-10-23
Bico,1,1700-11-06,1700-11-06
Bigas de Lordosa,1,1854-10-03,1854-10-03
"Bilhó, Vila Real",1,1763-10-01,1763-10-01
Biscaia,1,1572-10-01,1572-10-01
Bobeda,1,1821-11-05,1821-11-05
Bofaria,1,1735-10-01,1735-10-01
"Bogalhal, Pinhel",1,1820-11-24,1820-11-24
Bogalhas,1,1846-11-30,1846-11-30
Bogalhos,1,1845-10-16,1845-10-16
