bnp_id,name_bn,date_bn,qualification,bnp_id,fauc_id
1023453,Fernando de  Oliveira,18- -,,1023453,
1023456,Francisco de Paula Campos e Oliveira,18--,,1023456,
1023465,Guilherme Oliveira,18- -,,1023465,
1023475,João de Oliveira,18--,,1023475,
1023572,José Marques de Oliveira,18- -,,1023572,
1023791,M. J. Antunes de Oliveira,18- -,,1023791,
1023810,Martins de Oliveira,18--,,1023810,
1023864,Manuel Machado,1585-1646,,1023864,
1023868,Carlos Sousa,18--,,1023868,
1023884,Carlos Pereira,18- -,,1023884,
1024130,José Maria Martins Pereira,1871-1926,,1024130,
1024134,António Caetano Dias,18--,,1024134,
1024137,Adelino Dias,18--,,1024137,
1024141,Alfredo Dias,18---1905,,1024141,
1024160,António Joaquim Dias,18- -,,1024160,
1024186,Joaquim Eduardo de Araújo Viana,18--,,1024186,
1024199,António Dinis Henriques,"18--    ,",S.J.,1024199,
1024200,Henrique Dias,18- -,,1024200,
1024207,José Dias,18- -,,1024207,
1024213,Luis António de Vasconcelos Dias,18- -,,1024213,
1024300,Constantino Machado,1734,,1024300,
1024385,João Baptista de Castro,18--,,1024385,
1024409,José Osório da Gama e Castro,1856-1923,,1024409,
1024521,João Coutinho,"1642-1709,",S.J.,1024521,
1024641,Carneiro Chaves,18--,,1024641,
1024649,José da Silva Mendonça,1800,,1024649,
1024659,A. J. da Silva Teixeira,18--,,1024659,
1024766,Viriato Esteves,18- -,,1024766,
1024946,Alfredo dos Santos Figueiredo,18- -,,1024946,
1025079,António do Espírito Santo Macabelo,17---1738,,1025079,
1025149,Gonçalo da Cunha Vilas Boas,1644-,,1025149,
1025164,Manuel Serras,18- -,,1025164,
1025277,Carlos Gomes,18- -,,1025277,
1025449,Sebastião Paulo da Fonseca Cabral,1850-,,1025449,
1025659,Rui Gomes,18- -,,1025659,
1026133,A. A. Guerra,18- -,,1026133,
1026205,Simões Raposo,18--,,1026205,
1026258,Hugo Leal,1878,,1026258,
1026262,Carlos Guimarães,18--,,1026262,
1026379,A. Miranda,18- -,,1026379,
1026380,A. P. Miranda,18- -,,1026380,
1026387,António Augusto de Miranda,18--,,1026387,
1026389,Carlos Miranda,18- -,,1026389,
1026642,Manuel Meneses,18- -,,1026642,
1026661,António Mesquita,18- -,,1026661,
1026748,J. Monteiro,18- -,,1026748,
1026836,Constâncio Mascarenhas,18--,,1026836,
1029944,João de Jesus Maria,"1757,",O.S.B.,1029944,
1029948,José de Lima,18- -,,1029948,
1029992,I. Gomes de Lima,18- -,,1029992,
1030174,Adriano Simões da Silva,1884?-1971,,1030174,
1030238,Nuno Castelo Branco,18--,,1030238,
1030243,Pedro Castelo Branco,16--,O.Cist.,1030243,
1030390,Francisco José de Almeida,18- -,,1030390,
1030500,Frederico Guilherme da Silva Pereira,1806-1871,,1030500,
1030873,António Gil,18- -,,1030873,
1030901,Albano Ferreira,18--,,1030901,
1031037,Inácio Pereira de Sousa,-1676,,1031037,
1031077,Eduardo Moradas Ferreira,18- -,,1031077,
1031127,Fernando Ferreira,18- -,,1031127,
1031201,José Luis Ferreira,18--,,1031201,
1031202,José Maria Ferreira,18- -,,1031202,
1031731,A. Marques,18- -,,1031731,
1031748,J. Marques,18- -,,1031748,
1032623,Miranda Mendes,18- -,,1032623,
1033007,Francisco Nunes,167-,,1033007,
1033227,Fernando Noronha,18--,,1033227,
1033252,Manuel de Noronha,18- -,,1033252,
1033411,Manuel António de Morais Neves,1895-1946,,1033411,
1033630,Almeida,1842,,1033630,
1033718,Antero Pacheco,18- -,,1033718,
1033762,José da Trindade,"1709-17--,",O.E.D.S.A.,1033762,
1033822,Francisco de Santiago,"-1770,",O.F.M.,1033822,
1033826,José Caetano Lopes Ribeiro,175-,,1033826,
1033890,Gonçalves Pereira,18- -,,1033890,
1034010,José Gomes Pereira,18- -,,1034010,
1034014,Marques Pereira,18- -,,1034014,
1035778,Manuel Álvares de Medina,167-,,1035778,
1036266,Pedro de Lencastre,"1608-1673,",5º Duque de Aveiro,1036266,
1036447,Luís,165--166-,,1036447,
1036467,Álvaro de Ataíde,15---16--,,1036467,
1036566,A. Castro,18--,,1036566,
1036663,Francisco Carvalho,16--,,1036663,
1036673,Miguel Tinoco,"1587-1667,",S.J.,1036673,
1038541,José Machado Saraiva,18--,,1038541,
1038556,Carlos Julião,1740-1811,,1038556,
1038852,André Pinto Ramires,"1595-1654,",S.J.,1038852,
1039458,José Pinheiro,18- -,,1039458,
1039872,Jerónimo Falcão de Sousa,167-,,1039872,
1039922,Claudino Pimentel,1776-1831,,1039922,
1039995,António de Santa Maria,"17--,",O.F.M.,1039995,
1040564,José Maria Alves Caetano,1863-1946,,1040564,
1040931,Raul Lelo Portela,18- -,,1040931,
1040960,Manuel de Carvalho,167-,,1040960,
1040969,Manuel Caetano de Sousa,"1658-1734,",C.R.,1040969,
1041064,João de Mendoça Corte Real,1674,,1041064,
1041272,Eduardo Ramos,18--,,1041272,
1041283,Francisco de Sousa Pacheco,-1709,,1041283,
1041399,Agostinho Veloso,"16---1696,",O.E.S.A.,1041399,
1041557,Artur Ribeiro,1830-1910,,1041557,
1041661,Joaquim José Ribeiro,18--,,1041661,
1041701,Luís Maia,18--,,1041701,
1041709,Vitor Ribeiro,18- -,,1041709,
1041739,Ribeiro da Silva,18--,,1041739,
1041851,José Pinto da Rocha,18--,,1041851,
1041879,Santos Rocha,18--,,1041879,
1041958,Carlos Reis,18- -,,1041958,
1042107,Fernando Sá,18- -,,1042107,
1042119,José Maria de Sá,1879-19--,,1042119,
1042208,Alvaro Sampaio,18--,,1042208,
1042233,M. Sampaio,18- -,,1042233,
1042243,José Tavares,18--,,1042243,
1042393,João Vaz,1859-1931,,1042393,
1042431,A. Estácio da Veiga,18--,,1042431,
1042439,Henrique Santos,18--,,1042439,
1042452,João António Correia dos Santos,1874-1949,,1042452,
1042556,Vicente de Lis,1640-1696,S.J.,1042556,
1042687,Santos Silva,18--,,1042687,
1042688,José Joaquim Vieira Filho,18--,,1042688,
1042756,Abílio da Silva,18--,,1042756,
1042794,Carlos Mário da Silva,18--,,1042794,
1042921,Luís Jorge de Barbuda,1575-1584,,1042921,
1042930,Domingos da Silva,18--,,1042930,
1042936,Rodrigues da Silva,18--,,1042936,
1042956,Francisco Silva,18--,,1042956,
1043177,José Nobre,18--,,1043177,
1043196,Gonçalves Cerejeira,1873-1899,,1043196,
1043234,Pedro Roberto da Cunha e Silva,1848-19--,,1043234,
1043476,Alfredo Vieira,18--,,1043476,
1043477,António Rodrigues Sanz Vieira,1883-1959,,1043477,
1043482,A. Vieira,18--,,1043482,
1043594,Caetano Alberto Maia,1807-1888,,1043594,
1043618,Lino da Silva Godinho,1798-182-,"Viúva de,",1043618,
1043702,Mário Matias,18--,,1043702,
1043833,José Osório,1868-1931,,1043833,
1044020,Francisco Maria Grandella,1821-1880,,1044020,
1044186,Alfredo Soares,18--,,1044186,
1044306,José Flores,18--,,1044306,
1044431,Alfredo Barbosa,18--,,1044431,
1044432,António Carlos Barbosa,18--,,1044432,
1044436,José Barbosa,18--,,1044436,
1044437,José Maria Barbosa,18--,,1044437,
1044464,Manuel Ventura,18--,,1044464,
1044466,Alexandre Freire,18--,,1044466,
1044493,José Joaquim Viegas Meneses,1778-1841,,1044493,
1044793,José Leite Monteiro,1898-1963,,1044793,
1044809,Antonio Cortesi,1823-1852,,1044809,
1044831,Pedro de Aguilar,18--,,1044831,
1044860,João de Almeida,18--,,1044860,
1044895,António Marcolino Pimental,18--,,1044895,
1044942,Carlos Gonçalves,18--,,1044942,
1045244,António Gomes de Moura,165-,,1045244,
1046844,Alberto de Carvalho,18--,,1046844,
1047798,Manuel de Azevedo Fortes,1660-1749,,1047798,
1048514,Sousa Ribeiro,18--,,1048514,
1049281,Francisco da Anunciação,"1668-1720,",O.S.A.,1049281,
1050161,João Ciríaco Lence,-1879,,1050161,
1050852,João Evangelista Garcêz,1808-1809,,1050852,
1051548,Manuel Leitão,15--,,1051548,
1054049,Francisco Álvares,1625-1630,,1054049,
1056543,E. P. de Almeida,186--187-,,1056543,
1056628,J. P. Saraiva,18--,,1056628,
1056634,Joaquim Barbosa Lima,1807-1875,,1056634,
1057017,Guilherme de Aiala Monteiro,1896-1973,,1057017,
1057150,José Pereira Pinto,1898-1980,,1057150,
1057178,António de São Joaquim,1801-1831,,1057178,
1061400,José da Silva Cabanita,1859-1911,,1061400,
1061816,Lourenço Alves Ribeiro,1899-,,1061816,
1065848,Joaquim José Guerreiro,1886-1941,,1065848,
1066763,Artur Gonçalves,1868-1938,,1066763,
1067239,Afonso de Azevedo Nunes Branco,1888-,,1067239,
1068725,Francisco António de Campos,1780-1873,,1068725,
1073315,Thomaz de Mello,1836-1905,,1073315,
1073344,Francisco Pedro Celestino Soares,1791-1873,,1073344,
1073850,António Avelino Amaro da Silva,1820-1879,,1073850,
1087846,Tomás Xavier de Torres,1785,,1087846,
1088401,Teodósio Augusto Ferreira,1850-1886,,1088401,
1088691,António da Silva Gomes e Oliveira,175--depois de 1817,,1088691,
1088692,António da Silva,1775,,1088692,
1089158,Francisco de São Boaventura,"1773-1802,",O.C.,1089158,
1089318,Alberto Pimenta,18-- 1919,,1089318,
1089561,Eusébio Sierra,1850-1922,,1089561,
1089891,Severino José Caetano de Castilho,1885,,1089891,
1092038,João de Deus,1495-1550,"Santo,",1092038,
1092054,Ericeira,1673-1743,"4º Conde da,",1092054,
1092165,António de Oliveira Cadornega,-1690,,1092165,
1093342,Vilarinho de São Romão,1785-1863,"1º Visconde de,",1093342,
1093637,Filipe Correia,167-,,1093637,
1095734,João Cardoso,-1655,,1095734,
1096423,Lafões,1719-1806,"2º Duque de,",1096423,
1096538,Jerónimo Xavier,"-1616,",S. J.,1096538,
1096865,Luís Zamara,-1945,,1096865,
1096885,Alexandre Alcântara Ferreira,1842-1906,,1096885,
1098325,Domingos Garcia Peres,1812-1902,,1098325,
1098692,Conde de Sabugosa,1851-1923,,1098692,
1100792,José da Purificação,1696,,1100792,
1100823,Diogo Marchão Temudo,1669,,1100823,
1100834,Bento de São Tomás,"1627-1687,",O.P.,1100834,
1101017,Jerónimo Tavares Mascarenhas de Távora,1709-17--,,1101017,
1101196,Filipe José da Gama,1713-,,1101196,
1101310,Jerónimo Moreira de Carvalho,-1748,,1101310,
1102729,Pedro F. Ribeiro de Almeida,1880-,,1102729,
1102944,António Wever,1711-,,1102944,
1103279,Francisco do Santíssimo Coração de Maria,1799-1847,,1103279,
1104103,Paraty,1850-1932,"3º Conde,",1104103,
1104161,João Borges de Barros,1706-,,1104161,
1104330,João Baptista Gomes Júnior,17--1803,,1104330,
1105173,Félix José da Costa,1701-,,1105173,
1108063,João do Pilar,"1710-?,",O.P.,1108063,
1108275,Roque Francisco Furtado de Melo,1771-1844,,1108275,
1110008,Carlos Relvas,1838-1894,,1110008,
1110425,Praia e Monforte,1895-,"3º marquês de,",1110425,
1111666,Luís Gonçalves Pinheiro,-1727,,1111666,
1113840,Rodrigo José de Faria,1716-,,1113840,
1113841,Balsemão,1774-1832,"2º Visconde de,",1113841,
1117298,Manuel de São Carlos,"17--,",O.F.M.,1117298,
1117493,Jacinto da Silva de Miranda,1701-,,1117493,
1117735,Luciano Xavier dos Santos,1734-1808,,1117735,
1117801,António Pedroso Galrão,173--175-,"Herdeiros,",1117801,
1117816,António Joaquim Santos,1790-1800,,1117816,
1117906,José Augusto Coutinho de Oliveira,1894-1931,,1117906,
1117929,José do Espírito Santo Oliveira,1760-1819,,1117929,
1117937,Francem,1800,,1117937,
1117968,José Alves Mosca,1771-1830,,1117968,
1118047,Eduardo Jaime Talassi,1851-1874,,1118047,
1118142,José Robalo Gamboa,1885,,1118142,
1118214,Jerónimo Xavier Varela,1800,,1118214,
1118222,Mariana de Sousa Coutinho,1835-1881,,1118222,
1118257,Francisco Guedes,1800,,1118257,
1118283,João da Soledade,17---1832,O.F.M.,1118283,
1118293,Jerónimo Talassi,1818-1880,,1118293,
1118702,J. M. da Silveira,1831,,1118702,
1118985,Manuel de Almeida Coelho,1670,,1118985,
1119014,João José Baldi,1770-1816,,1119014,
1119329,António José do Rego,1783-1821,,1119329,
1119339,Manuel Gaspar,17---1823,,1119339,
1120843,Cardoso,1855,,1120843,
1121253,Eugénio Costa,1873-1907,,1121253,
1121339,Joaquim Ribeiro da Costa,1835-1845,,1121339,
1121415,Joaquim de Santa Rosa Cravo,1838,,1121415,
1122196,Fraião,1842,,1122196,
1137340,José Maria Sabater,1800-1875,,1137340,
1142712,Júlio de Jesus Martins,18--,,1142712,
1142758,V. F. Romano,18--,,1142758,
1142787,M. Maria da Caza,1775,,1142787,
1143369,Venceslau Anselmo Soares,18--,,1143369,
1143552,João Peregrino Leitão,1821-1898,,1143552,
1143594,Manuel Patrício de Bastos,17---1856,,1143594,
1143744,António de Lacerda Pereira e Sousa,1878-1955,,1143744,
1143984,Joaquim Cordeiro Galão,1789-1830,,1143984,
1144176,Teresa de Lima de Carvalho,1811-18--,,1144176,
1144187,Francisco de Saldanha da Gama,1850-1862,,1144187,
1144205,Benjamim Maria Barreiros Arrobas,1860?-1908,,1144205,
1145025,Sílvia Cardoso,1882-1950,,1145025,
1145490,David de Sousa,1880-1918,,1145490,
1145517,Diogo António Correia de Sequeira Pinto,1793-1872,,1145517,
1145646,José Luís da Silveira,1795,,1145646,
1146810,António da Purificação Almeida Lobo,"1774,",O.C.,1146810,
1147272,Vicente José Maria de Roboredo,17---1831,,1147272,
1147360,José Maria da Silva,"1789-18--,",O.S.J.,1147360,
1147384,Romão José Abrantes,1802-1817,,1147384,
1147482,Amaro dos Prazeres,"1774-1793,",O.F.M.,1147482,
1147490,José Joaquim Marques,1799-1817,,1147490,
1147495,Gabriel Maria Ferreira,1850,,1147495,
1147499,António da Purificação,1780,,1147499,
1147548,José Francisco Sardinha,18--,,1147548,
1147626,José Ferreira da Silva,17---18--,,1147626,
1148067,António Cardoso de Meneses,18--,,1148067,
1148374,António Lobo de Faria,1752,,1148374,
1148623,Júlia Carolina de Cavaleiro Bastos,18--,,1148623,
1148724,Jorge de Castilho,1882-1943,,1148724,
1148855,Alfredo Duarte Lobo,1840-,,1148855,
1149065,J. Lourenço,1854,,1149065,
1149069,José Maria Cristiano,1806-1887,,1149069,
1149105,Joaquim Xavier da Silva,1778-1835,,1149105,
1149143,Joaquim José Ruivo,1828,,1149143,
1149213,Giacomo Rust,1741-1786,,1149213,
1149365,José dos Reis Cordeiro,1803-1857,,1149365,
1149483,Giuseppe Mosca,1772-1839,,1149483,
1150103,Eleutério Franco Leal,1758?-1840,,1150103,
1150162,Alexandre José Pires,1800-1850,,1150162,
1150357,António José Vieira de Carvalho,17---18--,,1150357,
1150443,Charles-Paul-Louis de Gardanne,1788-18--,,1150443,
1150534,Emilia dos Anjos,1846-19--,,1150534,
1150582,Sabino Coelho,1853-1938,,1150582,
1151207,Braz Francisco de Lima,1752-1813,,1151207,
1151221,Inácio António Ferreira de Lima,1780-1820,,1151221,
1151326,H. P. Lisboa,1850,,1151326,
1151552,Francisco de Paula e Azevedo,1815-1834,,1151552,
1151566,João Pedro da Mata,1800,,1151566,
264883,Francisco de São Bento,1768-,,264883,
264905,António Joaquim de Sousa Correia e Melo,177-,,264905,
265059,Francisco dos Santos Donato,18- -,,265059,
265083,Manuel Teles Alegrete,1832-,,265083,
265122,Lambertini Pinto,18--,,265122,
265124,José Constancio Viegas,18--,,265124,
265205,Francisco de Sousa Ferraz e Melo,18- -,,265205,
265457,José Maria da Silva Leite,1861,,265457,
265534,Artur Leite Braga,18- -,,265534,
265562,António Marques da Silva Moreira,18- -,,265562,
265784,Luís de São José,"1627-1704,",O.F.M. Cap.,265784,
265924,José Malheiro Reimão,1860-1951,,265924,
266007,Joaquim de Ornelas Matos,1856-1909,,266007,
266020,José Honorato de Mendonça,1844-1923,,266020,
266033,Marcos José de Matos,1811,,266033,
266034,Bento António de Andrade,1811,,266034,
266036,José Joaquim da Costa Silva,1811,,266036,
266174,Frederico Marinho de Araújo,18--,,266174,
266245,Virgílio Guilherme de Lima,18- -,,266245,
266286,Francisco José da Costa,18--,,266286,
266304,Manuel Figueiredo dos Santos Gil,18- -,,266304,
266317,António Nunes Santos,18--,,266317,
266364,Joaquim Sanches Rolão Preto,18--,,266364,
266611,Manuel Álvares da Costa Barreto,1770-1821,,266611,
266624,Fernando da Costa Leal,1825-1869,,266624,
266627,J. da Cunha Cardoso,18--,,266627,
266628,Francisco Carlos da Silva Azevedo,1894,,266628,
266713,João António da Silva,1753-post. 1822,,266713,
266742,Joaquim António Teixeira Barbosa,18- -,,266742,
266952,Luis da Silva Alves de Azambuja Susano,1791-1873,,266952,
266975,Luís Teixeira Lobo,14---15--,,266975,
266980,Luis de Santa Teresa,"17--,",O.C.,266980,
267183,Manuel de Almeida Maciel,17--,,267183,
267192,Manuel de Andrade de Figueiredo,1670-1735,,267192,
267241,Ricardo Borges Dinis,18- -,,267241,
267293,António Joaquim de Medeiros,1846-1897,,267293,
267462,Marco,1898-,"2º Visconde,",267462,
267657,Onofre Lourenço de Andrade,18- -,,267657,
267665,L. S. A. R.,1781,,267665,
267813,Mário Navarro Meneses,18---19--,,267813,
267817,Manuel Joaquim de Azevedo Vieira,18--,,267817,
267960,Manuel Correia,15---antes de 1613,,267960,
268083,Manuel do Espirito Santo Limpo,1754-1809,,268083,
268168,Santos Gil,18- -,,268168,
268190,António Luís Ribeiro de Barros,16--,,268190,
268216,Manuel Ferreira,1733,,268216,
268220,Manuel Ferreira da Costa e Saboia,1710-,,268220,
268241,Manuel Ferreira de Seabra da Mota e Silva,1793-18--,,268241,
268350,Armando Botelho,18- -,,268350,
268449,Manuel Velosa,18- -,,268449,
268491,Jaime de Almeida Loureiro,1885-,,268491,
268520,Maria Rufina de Sousa Lixa,1842,,268520,
268598,Maria Baptista dos Santos Guardiola,1895-1987,,268598,
268611,Manuel Francisco da Silva e Veiga,17---1809,,268611,
268638,Manuel de Góis de Vasconcelos,15---16--,,268638,
268644,Manuel Gomes Cardoso,15---16--,,268644,
268647,Manuel Gomes Serrano,1648,,268647,
268681,Manuel Cândido do Monte Horéb,1822,O.F.M.,268681,
268786,Alves da Veiga,1850-1924,,268786,
268793,Antonino José de Figueiredo e Sá,1828-1900,,268793,
268836,António Maria Belo,1843-1888,,268836,
269020,Augusto César Rodrigues Sarmento,1835-,,269020,
269269,J. A. Pestana de Vasconcelos,18--,,269269,
269478,José Narciso Pereira de Carvalho e Araújo,1822,,269478,
269638,Rui Diógenes,1870,,269638,
269826,José Belchior Nunes,18- -,,269826,
269960,J. M. de Bettencourt Ferreira,18--,,269960,
270235,José Joaquim Freire,1760-1847,,270235,
270387,Antero Pacheco Moreira,18- -,,270387,
270494,Manuel de Coimbra,16---17--,,270494,
270550,Afonso de Gouveia Pinto Mascarenhas,18- -,,270550,
270682,António Baptista Viçoso,1704-,,270682,
270933,Thomas Iolly,1666,,270933,
270947,J. Domingues de Oliveira,1865-1925,,270947,
271177,José Maria Andrade,18- -,,271177,
271300,José Grácio Ribeiro,18- -,,271300,
271416,A. M. de Azevedo,1825,,271416,
271661,Álvaro Tavares,"1575-1637,",S.J.,271661,
271784,Tristão J. de Melo Sampaio,18--,,271784,
271882,António de Araújo,1897-,,271882,
271912,Manuel Vicente Dias,18- -,,271912,
272007,Frederico de Almeida,1889-196,,272007,
272094,C. Lopes Alpoim,18- -,,272094,
272134,Bartolomeo Zanni,1486-1518,,272134,
272394,C. Vale,18--,,272394,
272866,Alfredo David,1863-1930,,272866,
272901,J. S. Pato,18--,,272901,
273162,Francisco de Assis Clemente,1850?-1902,,273162,
273305,J. Germano da Cunha,18--,,273305,
273911,Rebelo,1850,,273911,
273951,Judite Furtado Coelho,1890-1951,,273951,
274041,F. J. de Almeida,1880,,274041,
274090,Francisco Manuel Trindade,-1856,,274090,
274369,Luís Ferreira Matias,1891-1972,,274369,
274416,Emídio de Sousa,18- -,,274416,
274524,Miguel Osório,1818-1890,,274524,
274590,Ana Amália Moreira de Sá,1823-1899,,274590,
274699,João Moniz Pereira,18- -,,274699,
274703,Armando de Abranches Bizarro,18--,,274703,
274809,Gregorio Naziazeno Loureiro,1852,,274809,
275010,Manuel Constantino,-1614,,275010,
275095,A. P. de C. B. C.,1821,,275095,
275160,António Almeida Roque,18--,,275160,
275163,Raúl W. Baptista de Carvalho,18--,,275163,
275172,António Pais Brasão,18--,,275172,
275175,Gabriel Maia,18- -,,275175,
275504,António Rodrigues Pinto,18--,,275504,
275968,Bartolomeu Pereira,"1599-1650,",S.J.,275968,
276022,Jorge Rodrigues,1598-1600,,276022,
276088,Armando Pimentel,18---19--,,276088,
276116,António Pedro Jacques,18- -,,276116,
276204,António Maria Cabral,18--,,276204,
276258,António Francisco da Cruz,18- -,,276258,
276392,Barata da Cruz,18- -,,276392,
276413,Joaquim Azevedo,18--,,276413,
276528,João Baptista Fortes Pimentel,18- -,,276528,
276529,Tristão Bettencourt da Câmara Júnior,18- -,,276529,
276545,J. J. da Cunha,18--,,276545,
276656,Fernando Moutinho,1870-1921,,276656,
276674,A. A. da Silveira Pinto,18- -,,276674,
276706,Vasco Nogueira de Oliveira,1881-,,276706,
276821,Ramiro Eurico Guimarães,18- -,,276821,
276852,Manuel de Sousa Barbosa,18--,,276852,
276911,Santo Tirso,1865-1919,"2º Visconde de,",276911,
276912,Lourenço Marques,18- -,,276912,
277190,Calado Rodrigues,18- -,,277190,
277216,Félix Maria de Aguiar,1823,,277216,
277240,Henrique Botelho Neves,18- -,,277240,
277249,J. C. Feio,1826,,277249,
277287,Gervásio da Fonseca,1826,,277287,
277289,Brás Dias,18- -,,277289,
277299,Xavier Marques,1863-1914,,277299,
277328,João Pinto de Sousa,18- -,,277328,
277346,António José da Mota,1826,,277346,
277357,Funchal,1866-1922,"3º Marquês de,",277357,
277424,José Belard da Fonseca,1899-1969,,277424,
277548,Silvestre Aires Neves,18- -,,277548,
277742,Inácio Cardoso Valadão,18- -,,277742,
277752,A. Pinto Monteiro,18- -,,277752,
277805,Abigail de Paiva Cruz,1883-1944,,277805,
278042,Miguel Ferreira da Costa,1841,,278042,
278114,João Gualberto Ataíde,1834,,278114,
278182,Tomás de Vila Nova Tavares,1758,,278182,
278280,José Carlos Pinto Garcia,18- -,,278280,
278291,Luís Guedes de Oliveira,18- -,,278291,
278300,Paulo Cancela,18--,,278300,
278310,José V. Sanches,18--,,278310,
278312,Salazar de Sousa,18--,,278312,
278313,B. dos Santos Leitão,18--,,278313,
278357,Isabel Almeida da Cruz,"17--,",O.F.M.,278357,
278436,Jean Marion,1516-1521,,278436,
278555,Charles Heath,1785-1848,,278555,
278624,António Joaquim Bastos Júnior,18- -,,278624,
278630,João Marques de Oliveira,1853-1927,,278630,
278693,João da Silva,1809,O.E.S.A.,278693,
278708,António Barata,1887-1970,,278708,
278733,Carlos de Oliveira Gama,18- -,,278733,
278824,António Barbosa Lobo Viana,1792-1873,,278824,
278871,Elmano Vieira,1892-,,278871,
278906,Gonçalves Torres,18--,,278906,
278919,Manuel de Alegria,1767,,278919,
279000,Agostinho Teixeira de Sousa,18- -,,279000,
279312,António de Mozelos Costa,1811,,279312,
279379,J. A. Pinto Junior,18--,,279379,
279386,Calisto A. Ferreira,18- -,,279386,
279519,António G. Correia Vieira,18--,,279519,
279533,Eugénio Peres,18- -,,279533,
279584,Bernardino de Santo Domingo,1588-1598,"herdeiros,",279584,
279621,José António Monteiro,18- -,,279621,
279623,Faria e Silva,1841?-1914,,279623,
279727,Virgílio de Sá,18- -,,279727,
279753,Abel de Carvalhão Novais,1849-1923,,279753,
279807,Emídio José de Vasconcelos,18--,,279807,
279830,Baltazar José de Fontes,18- -,,279830,
279831,Manuel Carlos da Silva Monteiro,18--,,279831,
279859,Zagalo Fernandes,18- -,,279859,
279866,Aníbal Silva,18--,,279866,
279867,Alberto de Sousa Drumond Borges,18- -,,279867,
279875,Armando Lima,18- -,,279875,
279876,João Baptista Morando,18--,,279876,
279879,J. Júlio G. Coelho,18--,,279879,
279882,Aníbal Nunes Gomes,18- -,,279882,
280102,Álvaro de Amaral Cabral Saraiva,18- -,,280102,
280199,Dionísio da Silva de Andrade,16---17--,,280199,
280356,Gastão da Silva Teixeira,18--,,280356,
280432,Benedito Portugal,18--,,280432,
280461,Francisco de Rades y Andrada,-1599,,280461,
280497,Bernardo Ferreira da Silva,18--,,280497,
280502,António Pinto Moreira,18- -,,280502,
280505,Manuel R. Coimbra Silva Matos,18---,,280505,
280510,Artur Águedo,18---1936,,280510,
280565,António José Ramos Ribeiro,1888-,,280565,
280603,António Dinis Vitorino,18- -,,280603,
280604,Cândido Garcia Teixeira,18- -,,280604,
280648,Roberto Fonseca,18- -,,280648,
280679,F. Luís de Oliveira,18- -,,280679,
280706,Francisco de Ávila,15--,,280706,
280710,A. Crispiniano da Fonseca,18- -,,280710,
280713,António Egídio da Ponte Ferreira,1820-1884,,280713,
280718,Ernesto Espregueira Gois Pinto,1857-1931,,280718,
280960,Henrique de Almeida,1898-,,280960,
280980,João Marques Moura,18- -,,280980,
281002,Diego Guillén,1589-1596,,281002,
281048,Hermenegildo Ernesto Baptista Ferreira,18- -,,281048,
281243,Carlos Cohen,18- -,,281243,
281364,Francisco da Silva Pereira,1838-1942,,281364,
281367,Carlos António Martins,1825,,281367,
281387,Robert French Duff,1808-1895,,281387,
281396,Onair Carvalho,18--,,281396,
281399,António Pinto Figueiras,18- -,,281399,
281402,Manuel Luís Fernandes,18- -,,281402,
281403,Raúl Manso Preto Cruz,18- -,,281403,
281407,Henrique Paz,18- -,,281407,
281419,Raúl A. de Oliveira,18- -,,281419,
281420,A. C. de Sousa,18- -,,281420,
281433,Francisco dos Santos Silva,18--,,281433,
281466,José Gabriel Holbeche,1861,,281466,
281521,D. Fontes Machado,18- -,,281521,
281523,José Augusto Figueiredo,18- -,,281523,
281524,Fernando da Silva Melo,18- -,,281524,
281586,Albino Cândido de Soure,18- -,,281586,
281591,Eduardo de Macedo,18 --,,281591,
281668,Fernando A. de Faria,18- -,,281668,
281744,Henrique Garcês,1520-1595,,281744,
281923,Silvério de Santa Teresa,"1878-1954,",O.C.,281923,
281959,Maurício Pimenta,18- -,,281959,
281961,Artur de Jesus Oliveira,18- -,,281961,
281973,Antero de Moura Carvalho,18--,,281973,
281985,Henrique R. Frazão,18- -,,281985,
281989,Avelino Barros,18- -,,281989,
282002,António A. Correia Pessoa,18- -,,282002,
282005,Carvalho dos Santos,18--,,282005,
282009,José Manuel Ribeiro,18- -,,282009,
282011,Amadeu Chaves,18--,,282011,
282079,Antero da Silva,18--,,282079,
282085,Zacarias Lucas Coelho,18--,,282085,
282138,Jerónimo Negrão Buisel,1868-1928,,282138,
282151,Armando César Nifo,18--,,282151,
282152,Aníbal de Almada Freire,18--,,282152,
282188,António Nogueira Mimoso Guerra,1867-1950,,282188,
282196,Paulo Varandas de Carvalho,18--,,282196,
282201,Lino Nunes Figueiroa,18--,,282201,
282312,Sebastião Rodrigues,167--169-,,282312,
283199,António Gomes de Oliveira,18 - -,,283199,
283511,Jorge Rodrigues,1598-1645,,283511,
283519,Manuel da Silva,162--165-,,283519,
283545,Domingos Fernandes,15---16--,,283545,
283555,João Rodrigues,161--164-,,283555,
283694,Francisco de Oliveira,16---1766,,283694,
283738,Fernando Mendes,18- -,,283738,
283789,Domingos Gonçalves,173--178-,,283789,
283848,Francisco da Costa,16--,,283848,
283861,Francisco Augusto Correia Barata,1847-1900,,283861,
283974,Emérico Nunes,1888-1968,,283974,
284016,Mário Nogueira,18- -,,284016,
284176,Santos Júnior,1853-1924,,284176,
284180,Eduardo Tavares,1831-1885,,284180,
284190,Carlos Sousa,18- -,,284190,
284203,João Braga,1879-,,284203,
